Protein IDs,Protein names,Gene names,Fasta headers,Proteins,copy number per cell sample  1,copy number per cell sample  2,copy number per cell sample  3,Average copy number
P0AB14,Uncharacterized protein yccJ,yccJ,>sp|P0AB14|YCCJ_ECOLI Uncharacterized protein yccJ OS=Escherichia coli (strain K12) GN=yccJ PE=1 SV=1,1,37.57224824,12.29079429,12.01749785,20.62684679
P75870,Inner membrane protein yccS,yccS,>sp|P75870|YCCS_ECOLI Inner membrane protein yccS OS=Escherichia coli (strain K12) GN=yccS PE=1 SV=2,1,0.576611288,0.870510491,1.012160043,0.819760607
P75874,Uncharacterized protein yccU,yccU,>sp|P75874|YCCU_ECOLI Uncharacterized protein yccU OS=Escherichia coli (strain K12) GN=yccU PE=1 SV=2,1,178.6119657,147.2123547,232.4056261,186.0766489
P75914,Probable phosphatase YcdX,ycdX,>sp|P75914|YCDX_ECOLI Probable phosphatase YcdX OS=Escherichia coli (strain K12) GN=ycdX PE=1 SV=1,1,287.7647102,179.4291072,185.9905478,217.7281217
P75915,Chaperone protein YcdY,ycdY,>sp|P75915|YCDY_ECOLI Chaperone protein YcdY OS=Escherichia coli (strain K12) GN=ycdY PE=1 SV=1,1,188.9290364,243.2588416,230.2855393,220.8244724
P24188,UPF0176 protein yceA,yceA,>sp|P24188|YCEA_ECOLI UPF0176 protein yceA OS=Escherichia coli (strain K12) GN=yceA PE=2 SV=2,1,0,1.009239742,0.873905166,0.627714969
P0AB26,Uncharacterized lipoprotein yceB,yceB,>sp|P0AB26|YCEB_ECOLI Uncharacterized lipoprotein yceB OS=Escherichia coli (strain K12) GN=yceB PE=1 SV=1,1,294.8329295,185.9088912,74.6953911,185.1457372
P0AB28,Uncharacterized protein yceD,yceD,>sp|P0AB28|YCED_ECOLI Uncharacterized protein yceD OS=Escherichia coli (strain K12) GN=yceD PE=4 SV=1,1,119.4533195,70.13867997,105.4846846,98.3588947
P0A729,Maf-like protein yceF,yceF,>sp|P0A729|YCEF_ECOLI Maf-like protein yceF OS=Escherichia coli (strain K12) GN=yceF PE=3 SV=1,1,89.95890285,54.92302046,86.5676055,77.14984294
P28306,UPF0755 protein yceG,yceG,>sp|P28306|YCEG_ECOLI UPF0755 protein yceG OS=Escherichia coli (strain K12) GN=yceG PE=1 SV=2,1,2.137721865,10.2222362,7.109552794,6.489836952
P29217,UPF0502 protein yceH,yceH,>sp|P29217|YCEH_ECOLI UPF0502 protein yceH OS=Escherichia coli (strain K12) GN=yceH PE=1 SV=3,1,561.0337201,438.1649047,431.517562,476.9053956
P0A8X2,Protein yceI,yceI,>sp|P0A8X2|YCEI_ECOLI Protein yceI OS=Escherichia coli (strain K12) GN=yceI PE=1 SV=1,1,18.62664974,11.83258771,11.51080382,13.99001375
P27431,Uncharacterized protein ycfD,ycfD,>sp|P27431|YCFD_ECOLI Uncharacterized protein ycfD OS=Escherichia coli (strain K12) GN=ycfD PE=4 SV=2,1,16.72269744,37.58661371,30.9623092,28.42387345
P0AFQ7,Uncharacterized deoxyribonuclease YcfH,ycfH,>sp|P0AFQ7|YCFH_ECOLI Uncharacterized deoxyribonuclease YcfH OS=Escherichia coli (strain K12) GN=ycfH PE=1 SV=1,1,70.14101691,84.60137555,103.4602324,86.06754162
P0A8E1,UPF0227 protein ycfP,ycfP,>sp|P0A8E1|YCFP_ECOLI UPF0227 protein ycfP OS=Escherichia coli (strain K12) GN=ycfP PE=3 SV=1,1,1122.658159,730.4923745,1026.011442,959.7206583
P75952,Uncharacterized HTH-type transcriptional regulator ycfQ,ycfQ,>sp|P75952|YCFQ_ECOLI Uncharacterized HTH-type transcriptional regulator ycfQ OS=Escherichia coli (strain K12) GN=ycfQ PE=4 SV=2,1,30.616081,25.00984843,37.40386644,31.00993195
P75989,HTH-type transcriptional repressor YcgE,ycgE,>sp|P75989|YCGE_ECOLI HTH-type transcriptional repressor YcgE OS=Escherichia coli (strain K12) GN=ycgE PE=1 SV=1,1,9.746677022,6.804938947,10.80102374,9.117546571
P0AB43,UPF0745 protein YcgL,ycgL,>sp|P0AB43|YCGL_ECOLI UPF0745 protein YcgL OS=Escherichia coli (strain K12) GN=ycgL PE=1 SV=2,1,315.1630464,351.383224,375.2146824,347.2536509
P76004,Uncharacterized protein ycgM,ycgM,>sp|P76004|YCGM_ECOLI Uncharacterized protein ycgM OS=Escherichia coli (strain K12) GN=ycgM PE=1 SV=1,1,20.32199969,45.79995308,51.23480282,39.11891853
P76010,Flagellar brake protein YcgR,ycgR,>sp|P76010|YCGR_ECOLI Flagellar brake protein YcgR OS=Escherichia coli (strain K12) GN=ycgR PE=1 SV=1,1,159.0631613,123.1306207,140.5970457,140.9302759
P75988,Uncharacterized protein ycgX,ycgX,>sp|P75988|YCGX_ECOLI Uncharacterized protein ycgX OS=Escherichia coli (strain K12) GN=ycgX PE=4 SV=1,1,0,1.157875944,0,0.385958648
P0AB49,Uncharacterized protein ychH,ychH,>sp|P0AB49|YCHH_ECOLI Uncharacterized protein ychH OS=Escherichia coli (strain K12) GN=ychH PE=4 SV=1,1,0.345982096,1.861396295,0.695312468,0.96756362
P37052,UPF0225 protein ychJ,ychJ,>sp|P37052|YCHJ_ECOLI UPF0225 protein ychJ OS=Escherichia coli (strain K12) GN=ychJ PE=1 SV=2,1,20.7404733,26.18496022,23.25360468,23.39301274
P0AFR2,Putative sulfate transporter ychM,ychM,>sp|P0AFR2|YCHM_ECOLI Putative sulfate transporter ychM OS=Escherichia coli (strain K12) GN=ychM PE=1 SV=2,1,68.43602403,49.27778227,55.38720781,57.70033804
P0AB52,Protein ychN,ychN,>sp|P0AB52|YCHN_ECOLI Protein ychN OS=Escherichia coli (strain K12) GN=ychN PE=1 SV=1,1,718.0198082,654.9758939,632.4664449,668.4873823
P0A8Z0,Acyl-CoA thioester hydrolase YciA,yciA,>sp|P0A8Z0|YCIA_ECOLI Acyl-CoA thioester hydrolase YciA OS=Escherichia coli (strain K12) GN=yciA PE=3 SV=1,1,15.96047946,54.37160816,48.81641836,39.71616866
P21365,UPF0259 membrane protein yciC,yciC,>sp|P21365|YCIC_ECOLI UPF0259 membrane protein yciC OS=Escherichia coli (strain K12) GN=yciC PE=1 SV=2,1,44.84827534,29.95679159,25.72323218,33.50943304
P21363,Protein yciE,yciE,>sp|P21363|YCIE_ECOLI Protein yciE OS=Escherichia coli (strain K12) GN=yciE PE=1 SV=1,1,5.74109847,0,3.678604879,3.139901116
P08245,Uncharacterized protein yciH,yciH,>sp|P08245|YCIH_ECOLI Uncharacterized protein yciH OS=Escherichia coli (strain K12) GN=yciH PE=1 SV=1,1,20.23623066,10.36156646,14.17193299,14.92324337
P0AB55,Protein yciI,yciI,>sp|P0AB55|YCII_ECOLI Protein yciI OS=Escherichia coli (strain K12) GN=yciI PE=1 SV=1,1,521.4504735,578.0600411,721.8528214,607.121112
P31808,Uncharacterized oxidoreductase yciK,yciK,>sp|P31808|YCIK_ECOLI Uncharacterized oxidoreductase yciK OS=Escherichia coli (strain K12) GN=yciK PE=1 SV=3,1,221.0849312,145.5810633,173.9803363,180.2154436
P0AB58,Uncharacterized protein yciM,yciM,>sp|P0AB58|YCIM_ECOLI Uncharacterized protein yciM OS=Escherichia coli (strain K12) GN=yciM PE=4 SV=1,1,45.07494448,21.3629038,24.70738485,30.38174438
P0AB61,Protein yciN,yciN,>sp|P0AB61|YCIN_ECOLI Protein yciN OS=Escherichia coli (strain K12) GN=yciN PE=1 SV=1,1,979.0969861,985.0962757,950.3483799,971.5138806
P0AFR4,Uncharacterized protein yciO,yciO,>sp|P0AFR4|YCIO_ECOLI Uncharacterized protein yciO OS=Escherichia coli (strain K12) GN=yciO PE=1 SV=1,1,274.2748162,198.2928816,299.3414166,257.3030382
P76034,Uncharacterized HTH-type transcriptional regulator yciT,yciT,>sp|P76034|YCIT_ECOLI Uncharacterized HTH-type transcriptional regulator yciT OS=Escherichia coli (strain K12) GN=yciT PE=4 SV=1,1,48.56151516,30.66106874,63.14586565,47.45614985
P0A8L7,UPF0263 protein yciU,yciU,>sp|P0A8L7|YCIU_ECOLI UPF0263 protein yciU OS=Escherichia coli (strain K12) GN=yciU PE=1 SV=1,1,37.3534164,44.25963157,57.32891921,46.31398906
P0A8R7,UPF0283 membrane protein ycjF,ycjF,>sp|P0A8R7|YCJF_ECOLI UPF0283 membrane protein ycjF OS=Escherichia coli (strain K12) GN=ycjF PE=1 SV=1,1,95.58495866,119.3270034,37.71155983,84.20784063
P51981,L-Ala-D/L-Glu epimerase,ycjG,>sp|P51981|AEEP_ECOLI L-Ala-D/L-Glu epimerase OS=Escherichia coli (strain K12) GN=ycjG PE=1 SV=2,1,0,4.122697634,9.11978715,4.414161595
P77615,Uncharacterized HTH-type transcriptional regulator ycjW,ycjW,>sp|P77615|YCJW_ECOLI Uncharacterized HTH-type transcriptional regulator ycjW OS=Escherichia coli (strain K12) GN=ycjW PE=4 SV=1,1,10.8177042,1.502879075,1.774214512,4.698265928
P76046,Uncharacterized protein ycjX,ycjX,>sp|P76046|YCJX_ECOLI Uncharacterized protein ycjX OS=Escherichia coli (strain K12) GN=ycjX PE=1 SV=1,1,39.70621375,30.72880559,33.12726881,34.52076272
P76049,Uncharacterized protein ycjY,ycjY,>sp|P76049|YCJY_ECOLI Uncharacterized protein ycjY OS=Escherichia coli (strain K12) GN=ycjY PE=4 SV=2,1,1.968969452,0,15.20454727,5.724505575
P77333,Uncharacterized HTH-type transcriptional regulator ycjZ,ycjZ,>sp|P77333|YCJZ_ECOLI Uncharacterized HTH-type transcriptional regulator ycjZ OS=Escherichia coli (strain K12) GN=ycjZ PE=4 SV=1,1,3.476975656,1.926479122,2.842915397,2.748790058
P25906,Putative oxidoreductase YdbC,ydbC,>sp|P25906|YDBC_ECOLI Putative oxidoreductase YdbC OS=Escherichia coli (strain K12) GN=ydbC PE=1 SV=1,1,57.47241769,59.32767883,93.47572712,70.09194121
P52645,Uncharacterized protein ydbH,ydbH,>sp|P52645|YDBH_ECOLI Uncharacterized protein ydbH OS=Escherichia coli (strain K12) GN=ydbH PE=4 SV=2,1,9.293594604,2.71110306,5.365016538,5.789904734
P52647,Probable pyruvate-flavodoxin oxidoreductase,ydbK,>sp|P52647|NIFJ_ECOLI Probable pyruvate-flavodoxin oxidoreductase OS=Escherichia coli (strain K12) GN=ydbK PE=3 SV=2,1,40.91958831,48.84930686,45.42401791,45.06430436
P34209,Protein ydcF,ydcF,>sp|P34209|YDCF_ECOLI Protein ydcF OS=Escherichia coli (strain K12) GN=ydcF PE=1 SV=3,1,7.829770058,8.51475874,6.092799061,7.479109286
P0ACW6,Uncharacterized protein ydcH,ydcH,>sp|P0ACW6|YDCH_ECOLI Uncharacterized protein ydcH OS=Escherichia coli (strain K12) GN=ydcH PE=4 SV=2,1,1592.542005,1511.418362,1457.132846,1520.364405
P77171,Uncharacterized HTH-type transcriptional regulator ydcI,ydcI,>sp|P77171|YDCI_ECOLI Uncharacterized HTH-type transcriptional regulator ydcI OS=Escherichia coli (strain K12) GN=ydcI PE=4 SV=2,1,7.85599975,5.157598345,0,4.337866032
P64451,Uncharacterized lipoprotein ydcL,ydcL,>sp|P64451|YDCL_ECOLI Uncharacterized lipoprotein ydcL OS=Escherichia coli (strain K12) GN=ydcL PE=4 SV=1,1,41.02444629,38.58361163,89.65280189,56.4202866
P76104,Uncharacterized protease ydcP,ydcP,>sp|P76104|YDCP_ECOLI Uncharacterized protease ydcP OS=Escherichia coli (strain K12) GN=ydcP PE=3 SV=2,1,0.782339272,0.952270559,1.287808842,1.007472891
P77730,Uncharacterized HTH-type transcriptional regulator ydcR,ydcR,>sp|P77730|YDCR_ECOLI Uncharacterized HTH-type transcriptional regulator ydcR OS=Escherichia coli (strain K12) GN=ydcR PE=1 SV=1,1,1.956512908,1.507391185,0.842296572,1.435400222
P64455,Uncharacterized protein ydcY,ydcY,>sp|P64455|YDCY_ECOLI Uncharacterized protein ydcY OS=Escherichia coli (strain K12) GN=ydcY PE=4 SV=1,1,313.7908712,251.2817683,335.9557382,300.3427926
P31826,Inner membrane ABC transporter ATP-binding protein YddA,yddA,>sp|P31826|YDDA_ECOLI Inner membrane ABC transporter ATP-binding protein YddA OS=Escherichia coli (strain K12) GN=yddA PE=1 SV=2,1,3.517038781,1.986485965,1.751663128,2.418395958
P67699,Uncharacterized HTH-type transcriptional regulator YddM,yddM,>sp|P67699|YDDM_ECOLI Uncharacterized HTH-type transcriptional regulator YddM OS=Escherichia coli (strain K12) GN=yddM PE=3 SV=1,1,18.15033014,9.671024218,17.28112161,15.03415865
P64426,UPF0748 lipoprotein yddW,yddW,>sp|P64426|YDDW_ECOLI UPF0748 lipoprotein yddW OS=Escherichia coli (strain K12) GN=yddW PE=3 SV=1,1,67.53014273,51.24660831,79.50790552,66.09488552
P77318,Uncharacterized sulfatase ydeN,ydeN,>sp|P77318|YDEN_ECOLI Uncharacterized sulfatase ydeN OS=Escherichia coli (strain K12) GN=ydeN PE=3 SV=2,1,170.5969931,116.5094179,142.1601416,143.0888509
P39831,NADP-dependent 3-hydroxy acid dehydrogenase YdfG,ydfG,>sp|P39831|YDFG_ECOLI NADP-dependent 3-hydroxy acid dehydrogenase YdfG OS=Escherichia coli (strain K12) GN=ydfG PE=1 SV=2,1,814.7302735,534.0307891,679.9607051,676.2405892
P0ACM2,Uncharacterized HTH-type transcriptional regulator ydfH,ydfH,>sp|P0ACM2|YDFH_ECOLI Uncharacterized HTH-type transcriptional regulator ydfH OS=Escherichia coli (strain K12) GN=ydfH PE=1 SV=1,1,0.713220538,6.488847971,4.036143248,3.746070586
P77260,Uncharacterized oxidoreductase ydfI,ydfI,>sp|P77260|YDFI_ECOLI Uncharacterized oxidoreductase ydfI OS=Escherichia coli (strain K12) GN=ydfI PE=3 SV=1,1,15.23527404,8.241503957,6.301087778,9.925955259
P64463,Putative selenoprotein ydfZ,ydfZ,>sp|P64463|YDFZ_ECOLI Putative selenoprotein ydfZ OS=Escherichia coli (strain K12) GN=ydfZ PE=1 SV=1,1,267.9963359,215.8337347,272.2624168,252.0308292
P77804,Protein ydgA,ydgA,>sp|P77804|YDGA_ECOLI Protein ydgA OS=Escherichia coli (strain K12) GN=ydgA PE=1 SV=1,1,358.4727039,239.4534362,246.8982193,281.6081198
P76176,Uncharacterized serine protease ydgD,ydgD,>sp|P76176|YDGD_ECOLI Uncharacterized serine protease ydgD OS=Escherichia coli (strain K12) GN=ydgD PE=3 SV=1,1,0,1.383115482,0,0.461038494
P76177,Protein ydgH,ydgH,>sp|P76177|YDGH_ECOLI Protein ydgH OS=Escherichia coli (strain K12) GN=ydgH PE=1 SV=1,1,419.5573236,444.523982,463.9992304,442.693512
P77376,Uncharacterized oxidoreductase ydgJ,ydgJ,>sp|P77376|YDGJ_ECOLI Uncharacterized oxidoreductase ydgJ OS=Escherichia coli (strain K12) GN=ydgJ PE=1 SV=2,1,77.42971136,78.67121098,90.09953399,82.06681878
P76180,Inner membrane protein ydgK,ydgK,>sp|P76180|YDGK_ECOLI Inner membrane protein ydgK OS=Escherichia coli (strain K12) GN=ydgK PE=1 SV=2,1,0,12.02527255,8.321403064,6.782225205
P0ACR2,Uncharacterized HTH-type transcriptional regulator ydhB,ydhB,>sp|P0ACR2|YDHB_ECOLI Uncharacterized HTH-type transcriptional regulator ydhB OS=Escherichia coli (strain K12) GN=ydhB PE=4 SV=1,1,10.2152164,6.475205202,9.873233791,8.854551796
P76187,Oxidoreductase YdhF,ydhF,>sp|P76187|YDHF_ECOLI Oxidoreductase YdhF OS=Escherichia coli (strain K12) GN=ydhF PE=1 SV=2,1,151.790543,147.2189783,174.5375764,157.8490326
P76185,Uncharacterized protein ydhJ,ydhJ,>sp|P76185|YDHJ_ECOLI Uncharacterized protein ydhJ OS=Escherichia coli (strain K12) GN=ydhJ PE=3 SV=2,1,3.319839084,2.195092818,2.755266172,2.756732691
P77552,Uncharacterized protein ydhQ,ydhQ,>sp|P77552|YDHQ_ECOLI Uncharacterized protein ydhQ OS=Escherichia coli (strain K12) GN=ydhQ PE=4 SV=1,1,13.29102747,26.15422016,32.37963346,23.94162703
P0ACX3,Putative monooxygenase ydhR,ydhR,>sp|P0ACX3|YDHR_ECOLI Putative monooxygenase ydhR OS=Escherichia coli (strain K12) GN=ydhR PE=1 SV=1,1,66.34787963,35.64216557,49.93415544,50.64140021
P76192,Uncharacterized oxidoreductase YdhV,ydhV,>sp|P76192|YDHV_ECOLI Uncharacterized oxidoreductase YdhV OS=Escherichia coli (strain K12) GN=ydhV PE=2 SV=1,1,29.70477392,34.87815724,34.85130589,33.14474568
P0ACX5,Uncharacterized protein ydhZ,ydhZ,>sp|P0ACX5|YDHZ_ECOLI Uncharacterized protein ydhZ OS=Escherichia coli (strain K12) GN=ydhZ PE=4 SV=1,1,15.75163787,23.36408978,30.76311,23.29294588
P0A8A4,Putative phosphotransferase ydiA,ydiA,>sp|P0A8A4|YDIA_ECOLI Putative phosphotransferase ydiA OS=Escherichia coli (strain K12) GN=ydiA PE=1 SV=1,1,210.6689456,158.3502595,243.5673324,204.1955125
P64476,Uncharacterized protein ydiH,ydiH,>sp|P64476|YDIH_ECOLI Uncharacterized protein ydiH OS=Escherichia coli (strain K12) GN=ydiH PE=4 SV=2,1,0,2.33095337,11.66916072,4.666704696
P77781,Esterase YdiI,ydiI,>sp|P77781|YDII_ECOLI Esterase YdiI OS=Escherichia coli (strain K12) GN=ydiI PE=1 SV=1,1,0,0,5.234208089,1.74473603
P77748,Uncharacterized protein ydiJ,ydiJ,>sp|P77748|YDIJ_ECOLI Uncharacterized protein ydiJ OS=Escherichia coli (strain K12) GN=ydiJ PE=4 SV=1,1,28.56965393,21.90342075,27.05360322,25.84222597
P0AFS7,UPF0118 inner membrane protein ydiK,ydiK,>sp|P0AFS7|YDIK_ECOLI UPF0118 inner membrane protein ydiK OS=Escherichia coli (strain K12) GN=ydiK PE=1 SV=1,1,11.16562032,15.24911629,23.55136718,16.65536793
P77649,UPF0061 protein ydiU,ydiU,>sp|P77649|YDIU_ECOLI UPF0061 protein ydiU OS=Escherichia coli (strain K12) GN=ydiU PE=3 SV=1,1,1.693756853,2.049777509,3.161319339,2.3016179
P76206,Uncharacterized protein ydiY,ydiY,>sp|P76206|YDIY_ECOLI Uncharacterized protein ydiY OS=Escherichia coli (strain K12) GN=ydiY PE=4 SV=1,1,94.43917046,44.74309348,51.18493393,63.45573262
P0ACY1,Putative NAD(P)H nitroreductase ydjA,ydjA,>sp|P0ACY1|YDJA_ECOLI Putative NAD(P)H nitroreductase ydjA OS=Escherichia coli (strain K12) GN=ydjA PE=1 SV=1,1,879.6335074,745.9231662,911.9046364,845.8204367
P77721,Uncharacterized HTH-type transcriptional regulator ydjF,ydjF,>sp|P77721|YDJF_ECOLI Uncharacterized HTH-type transcriptional regulator ydjF OS=Escherichia coli (strain K12) GN=ydjF PE=4 SV=1,1,78.40891861,73.84958858,104.4842692,85.58092546
P77529,Uncharacterized symporter ydjN,ydjN,>sp|P77529|YDJN_ECOLI Uncharacterized symporter ydjN OS=Escherichia coli (strain K12) GN=ydjN PE=3 SV=1,1,32.03476317,25.2125562,23.10267704,26.78333214
P76220,Uncharacterized protein ydjY,ydjY,>sp|P76220|YDJY_ECOLI Uncharacterized protein ydjY OS=Escherichia coli (strain K12) GN=ydjY PE=4 SV=2,1,41.67541588,39.05516919,68.08297072,49.6045186
P76221,TVP38/TMEM64 family inner membrane protein ydjZ,ydjZ,>sp|P76221|YDJZ_ECOLI TVP38/TMEM64 family inner membrane protein ydjZ OS=Escherichia coli (strain K12) GN=ydjZ PE=1 SV=1,1,32.24509713,35.64905401,29.51557714,32.46990943
P39173,Putative glucose-6-phosphate 1-epimerase,yeaD,>sp|P39173|YEAD_ECOLI Putative glucose-6-phosphate 1-epimerase OS=Escherichia coli (strain K12) GN=yeaD PE=1 SV=2,1,1121.254171,982.6026673,1114.605968,1072.820935
P76234,Uncharacterized protein yeaE,yeaE,>sp|P76234|YEAE_ECOLI Uncharacterized protein yeaE OS=Escherichia coli (strain K12) GN=yeaE PE=4 SV=1,1,7.093651753,3.833770627,4.680411412,5.202611264
P76237,Putative diguanylate cyclase YeaJ,yeaJ,>sp|P76237|YEAJ_ECOLI Putative diguanylate cyclase YeaJ OS=Escherichia coli (strain K12) GN=yeaJ PE=2 SV=2,1,6.198279461,3.680489976,4.401435528,4.760068322
P64483,Uncharacterized protein yeaK,yeaK,>sp|P64483|YEAK_ECOLI Uncharacterized protein yeaK OS=Escherichia coli (strain K12) GN=yeaK PE=4 SV=1,1,38.5010741,48.27263998,18.62794243,35.1338855
P76243,Uncharacterized protein yeaO,yeaO,>sp|P76243|YEAO_ECOLI Uncharacterized protein yeaO OS=Escherichia coli (strain K12) GN=yeaO PE=4 SV=2,1,158.9230001,137.5569261,156.2628312,150.9142525
P76245,Probable diguanylate cyclase YeaP,yeaP,>sp|P76245|YEAP_ECOLI Probable diguanylate cyclase YeaP OS=Escherichia coli (strain K12) GN=yeaP PE=1 SV=2,1,209.2776463,153.4266759,125.7495611,162.8179611
P0AA91,Uncharacterized lipoprotein yeaY,yeaY,>sp|P0AA91|YEAY_ECOLI Uncharacterized lipoprotein yeaY OS=Escherichia coli (strain K12) GN=yeaY PE=4 SV=1,1,13.2147458,129.9251547,107.6083033,83.5827346
P76256,Uncharacterized protein YeaZ,yeaZ,>sp|P76256|YEAZ_ECOLI Uncharacterized protein YeaZ OS=Escherichia coli (strain K12) GN=yeaZ PE=1 SV=1,1,63.29862324,43.39656202,64.77119091,57.15545873
P0A8A0,Probable transcriptional regulatory protein YebC,yebC,>sp|P0A8A0|YEBC_ECOLI Probable transcriptional regulatory protein YebC OS=Escherichia coli (strain K12) GN=yebC PE=1 SV=1,1,680.5322263,507.0418744,532.6172796,573.3971268
P33218,Inner membrane protein yebE,yebE,>sp|P33218|YEBE_ECOLI Inner membrane protein yebE OS=Escherichia coli (strain K12) GN=yebE PE=1 SV=2,1,39.18721835,19.96082991,48.39235594,35.8468014
P0ACY9,Uncharacterized protein yebG,yebG,>sp|P0ACY9|YEBG_ECOLI Uncharacterized protein yebG OS=Escherichia coli (strain K12) GN=yebG PE=4 SV=1,1,68.79599319,28.61001937,41.60333553,46.33644936
P64499,Uncharacterized protein yebO,yebO,>sp|P64499|YEBO_ECOLI Uncharacterized protein yebO OS=Escherichia coli (strain K12) GN=yebO PE=4 SV=1,1,130.4773296,85.76054909,139.4848443,118.574241
P64506,Uncharacterized protein yebY,yebY,>sp|P64506|YEBY_ECOLI Uncharacterized protein yebY OS=Escherichia coli (strain K12) GN=yebY PE=4 SV=1,1,177.5816879,21.43578829,70.14720608,89.72156077
P0AD05,Uncharacterized protein yecA,yecA,>sp|P0AD05|YECA_ECOLI Uncharacterized protein yecA OS=Escherichia coli (strain K12) GN=yecA PE=4 SV=1,1,253.8484996,175.3188038,207.1191855,212.0954963
P37774,Uncharacterized amino-acid ABC transporter ATP-binding protein YecC,yecC,>sp|P37774|YECC_ECOLI Uncharacterized amino-acid ABC transporter ATP-binding protein YecC OS=Escherichia coli (strain K12) GN=yecC PE=3 SV=2,1,36.10432124,0,0,12.03477375
P0ADI7,Isochorismatase family protein yecD,yecD,>sp|P0ADI7|YECD_ECOLI Isochorismatase family protein yecD OS=Escherichia coli (strain K12) GN=yecD PE=1 SV=2,1,83.049701,57.8568079,49.25502446,63.38717779
P0AD07,Uncharacterized protein yecF,yecF,>sp|P0AD07|YECF_ECOLI Uncharacterized protein yecF OS=Escherichia coli (strain K12) GN=yecF PE=4 SV=1,1,349.2814187,290.0601522,323.8171583,321.0529098
P0AD10,Uncharacterized protein yecJ,yecJ,>sp|P0AD10|YECJ_ECOLI Uncharacterized protein yecJ OS=Escherichia coli (strain K12) GN=yecJ PE=4 SV=1,1,161.6118951,110.3463258,118.7924137,130.2502115
P52007,Protein yecM,yecM,>sp|P52007|YECM_ECOLI Protein yecM OS=Escherichia coli (strain K12) GN=yecM PE=1 SV=3,1,6.908892945,25.07459358,30.99684627,20.99344427
P64515,Inner membrane protein yecN,yecN,>sp|P64515|YECN_ECOLI Inner membrane protein yecN OS=Escherichia coli (strain K12) GN=yecN PE=1 SV=1,1,18.57676408,16.48995677,110.0354401,48.36738699
P76308,Uncharacterized protein yecR,yecR,>sp|P76308|YECR_ECOLI Uncharacterized protein yecR OS=Escherichia coli (strain K12) GN=yecR PE=4 SV=1,1,171.3598872,60.79695178,63.42792115,98.52825338
P0AFT2,Inner membrane amino-acid ABC transporter permease protein yecS,yecS,>sp|P0AFT2|YECS_ECOLI Inner membrane amino-acid ABC transporter permease protein yecS OS=Escherichia coli (strain K12) GN=yecS PE=1 SV=1,1,27.92982013,78.33001362,25.11032841,43.79005405
P31063,Uncharacterized lipoprotein yedD,yedD,>sp|P31063|YEDD_ECOLI Uncharacterized lipoprotein yedD OS=Escherichia coli (strain K12) GN=yedD PE=4 SV=1,1,215.4821588,211.5366895,235.5564592,220.8584358
P31064,UPF0394 inner membrane protein yedE,yedE,>sp|P31064|YEDE_ECOLI UPF0394 inner membrane protein yedE OS=Escherichia coli (strain K12) GN=yedE PE=1 SV=1,1,0.715503805,0.587350436,0.71732878,0.67339434
P46125,Inner membrane protein yedI,yedI,>sp|P46125|YEDI_ECOLI Inner membrane protein yedI OS=Escherichia coli (strain K12) GN=yedI PE=1 SV=2,1,13.37134588,2.657671038,12.60523734,9.544751419
P76330,Probable diguanylate cyclase YedQ,yedQ,>sp|P76330|YEDQ_ECOLI Probable diguanylate cyclase YedQ OS=Escherichia coli (strain K12) GN=yedQ PE=2 SV=2,1,7.95279946,7.785475831,6.300053922,7.346109738
P76335;P77519,Putative outer membrane protein YedS,yedS,>sp|P76335|YEDS_ECOLI Putative outer membrane protein YedS OS=Escherichia coli (strain K12) GN=yedS PE=5 SV=3,2,7.95793257,5.959248846,4.879280568,6.265487328
