# Generated from the following BioVelo query on EcoCyc, 12:28pm, November 3, 2024: html-sort-ascending(html-table-headers([(x^?name, x^?frame-id, x^regulated-by, [c: c<-x^components, c isa DNA-Binding-Sites]) : x<-ECOLI^^Transcription-Units,  !(classp x), Evidence := (evidence x), [e:e<-Evidence]], ("Name", "Frame ID", "Regulated by", "DNA Binding Sites", "Evidence")), 2)
cyaY	TU0-14229
stfR-tfaR	TU0-13236
ydgJ	TU0-8708
micC	TU0-8824
csrB	TU0-4761	Regulation of csrB by DksA-ppGpp,Regulation of csrB by ppGpp,Regulation of csrB by RNA polymerase-binding transcription factor DksA
pgi	TU0-45260
ulaABCDEF	TU0-5162		IHF DNA-binding-site regulating ulaAp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 60.5 bases upstream of ulaAp,UlaR DNA-binding-site 44.5 bases upstream of ulaAp,UlaR DNA-binding-site 19.5 bases upstream of ulaAp
asd	TU0-13935	Regulation of asd by small regulatory RNA GcvB,Regulation of asd by small regulatory RNA SgrS,Regulation of asd by small regulatory RNA SgrS,Regulation of asd by DNA-binding transcriptional dual regulator ArgP
xapAB	TU0-45226		DNA-binding transcriptional activator XapR DNA-binding-site 119 bases upstream of xapAp2,DNA-binding transcriptional activator XapR DNA-binding-site 39 bases upstream of xapAp2
malXY	TU00132		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 17.5 bases downstream of malIp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 41.5 bases upstream of malXp,MalI DNA-binding-site 16.5 bases upstream of malXp
araE	TU00076		AraC-arabinose DNA-binding-site 65 bases upstream of araEp,AraC-arabinose DNA-binding-site 44 bases upstream of araEp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 94.5 bases upstream of araEp
ydgK-rsxABCDGE-nth	TU0-8456
ydiV	TU0-13377
ydbD	TU0-13249
rpmH-rnpA	TU00340	Regulation of rpmH-rnpA by ppGpp
yadE	TU0-12817
tufA	TU0-14519
yecM-cutC	TU00451
rpsI	TU0-42202
lsrK	TU0-13298
mutY-yggX	TU0-5567
patA	TU0-3341	Regulation of patA by ppGpp	IHF DNA-binding-site 256 bases upstream of patAp2,Fis DNA-binding-site 121 bases upstream of patAp2,NtrC-P<sup>asp</sup> DNA-binding-site 193 bases upstream of patAp2,NtrC-P<sup>asp</sup> DNA-binding-site 171 bases upstream of patAp2
htpG	TU00401
yidKJ	TU0-14015
hcp-hcr	TU0-7021		NsrR DNA-binding-site 6 bases downstream of hcpp1,NarP-P<sup>asp59</sup> DNA-binding-site 100 bases upstream of hcpp1,NarL-P<sup>asp59</sup> DNA-binding-site 100 bases upstream of hcpp1,NarP-P<sup>asp59</sup> DNA-binding-site 109 bases upstream of hcpp1,NarL-P<sup>asp59</sup> DNA-binding-site 109 bases upstream of hcpp1,Fnr DNA-binding-site 72.5 bases upstream of hcpp1
yhiJ	TU0-13953	Regulation of yhiJ by DNA-binding transcriptional dual regulator Nac
mlc	TU789		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 70.5 bases upstream of mlcp,Mlc DNA-binding-site 4 bases downstream of mlcp
sgrR-sroA-thiBPQ	TU0-12805
queF	TU0-13738
bcr	TU0-13554
insH-5	TU0-8834
yedL	TU0-13457	Regulation of yedL by DNA-binding transcriptional dual regulator Nac
rssB	TU0-8364	Regulation of rssB by ppGpp
yihUTS	TU0-42689
yfaL	TU0-8729
rpoBC	TU0-7002
ybfQ	TU0-13028
rluF	TU0-8505
ogrK	TU0-14353
dgcZ	TU0-13308	Regulation of dgcZ by carbon storage regulator CsrA,Regulation of dgcZ by carbon storage regulator CsrA	CpxR-phosphorylated DNA-binding-site 41 bases upstream of dgcZp
eno	TU0-14820
intB	TU0-14178
fecIR	TU00460		DNA-binding transcriptional dual regulator Fur DNA-binding-site 7 bases upstream of fecIp,DNA-binding transcriptional dual regulator Fur DNA-binding-site 14 bases upstream of fecIp
ybcN-ninE-ybcO-rusA-ylcG	TU0-12975
ybjL	TU0-13071
mepH	TU0-13359
ydbJ	TU0-8698
dacD	TU0-13488
gudPXD	TU0-4462
yfcF	TU0-13587
yjgN	TU0-8620	Regulation of yjgN by DNA-binding transcriptional dual regulator Nac
yaiY	TU0-8551	Regulation of yaiY by DNA-binding transcriptional dual regulator Nac
ydfABC-dicFB-ydfD	TU0-198710
galU	TU0-7441
pfkA	TU788		Cra DNA-binding-site 35.5 bases upstream of pfkAp
dinQ	TU0-8263	Regulation of dinQ by small regulatory RNA AgrB	LexA DNA-binding-site 7.5 bases upstream of dinQp
ymiA-yciX	TU0-13198
yjhF	TU0-14191
ycbX	TU0-8678
rpsU-dnaG-rpoD	TU00352
uidR	TU0-5082
yncO	TU0-198730
yhcO	TU0-13900	Regulation of yhcO by ppGpp
pepD	TU0-6442
pgpC-tadA	TU0-13667
rayT	TU0-12851
mepK-gloC	TU0-13091
tdcR	TU0-13870	Regulation of tdcR by DNA-binding transcriptional dual regulator Nac
mhpABCDFE	TU0-2402		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 95.5 bases upstream of mhpAp,MhpR-3HPP DNA-binding-site 58 bases upstream of mhpAp
lgoR	TU0-14211
mngB	TU0-44203
bamD	TU-8391
yjbB	TU0-14107
yehS	TU0-13525
dicB-ydfDE-insD-intQ	TU0-13331		DicA DNA-binding-site regulating dicBp
rpoH	TU00083		CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 48.5 bases upstream of rpoHp5,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 20.5 bases upstream of rpoHp3,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 73.5 bases upstream of rpoHp3,CytR DNA-binding-site 33.5 bases upstream of rpoHp3
sroH	TU0-14101
cpxPQ	TU0-1041		CpxR-phosphorylated DNA-binding-site 47 bases upstream of cpxRp2,CpxR-phosphorylated DNA-binding-site 5 bases upstream of cpxPp
pabC-mltG-tmk-holB-ycfH	TU0-13135
gfcBCD	TU0-13107
treR	TU0-2443		PhoP-P<sup>asp51</sup> DNA-binding-site 19 bases downstream of treRp4
nlpD-rpoS	TU00309
cynTS	TU0-14378		CynR-cyanate DNA-binding-site 69 bases upstream of cynTp,CynR DNA-binding-site 33 bases upstream of cynRp
ygbE	TU0-13724
caiCDE	TU0-14529
ompR-envZ	TU161		IHF DNA-binding-site 8 bases downstream of ompRp1,IHF DNA-binding-site 37 bases upstream of ompRp1,IHF DNA-binding-site 102 bases upstream of ompRp1,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 75 bases upstream of ompRp2
cspF	TU0-8779
pflB	TU00384
cdgI	TU0-13401
yifE	TU0-8603	Regulation of yifE by DNA-binding transcriptional dual regulator HdfR,Regulation of yifE by small regulatory RNA RybB
pykA	TU0-14633
frwCB	TU0-14092
yqjA-mzrA	TU0-4205
coaE-zapD-yacG	TU0-12810
dapD	TU0-6443
gspAB	TU-8433
yncG	TU0-13274
cnu	TU0-13352
pldB-yigL	TU0-14049
ylcI	TU0-198725
yqfH	TU0-198736
gfcA	TU0-13108
rpoN-hpf-ptsN-yhbJ-npr	TU00487
ymfA-ycfZ	TU0-13143
argT-hisJQMP	TU0-3581		NtrC phosphorylated dimer DNA-binding-site 190 bases upstream of argTp
yhcC	TU0-13891	Regulation of yhcC by DNA-binding transcriptional dual regulator Nac,Regulation of yhcC by ArgR-L-arginine DNA-binding transcriptional dual regulator
dnaX	TU0-12948
yjbT	TU0-198722
yegRZ	TU0-7744
aes	TU0-5421
malI	TU00187		MalI DNA-binding-site 10.5 bases downstream of malIp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 41.5 bases upstream of malXp
pfkB	TU0-8181
yicR-rpmBG	TU0-5601
ydeI	TU0-41801
rpsU	TU00472
yihA	TU0-8606
ybfP	TU0-13024
cbrA	TU0-8599
rhaT	TU00208		RhaS-rhamnose DNA-binding-site 74 bases upstream of rhaTp,ArcA-P<sup>asp54</sup> DNA-binding-site 156 bases upstream of rhaTp,ArcA-P<sup>asp54</sup> DNA-binding-site 184 bases upstream of rhaTp,ArcA-P<sup>asp54</sup> DNA-binding-site 173 bases upstream of rhaTp,RhaS-rhamnose DNA-binding-site 41.0 bases upstream of rhaTp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 99.5 bases upstream of sodAp
symE	TU0-8264	Regulation of symE by small regulatory RNA antitoxin SymR
serC-aroA	TU00357		Lrp DNA-binding-site 134 bases upstream of serCp1
yghG	TU0-13813	Regulation of yghG by DNA-binding transcriptional dual regulator Nac
xapR	TU791
yajD	TU0-12919	Regulation of yajD by DNA-binding transcriptional dual regulator Nac
ynfB-speG	TU0-13335
yjcO	TU0-14127	Regulation of yjcO by DNA-binding transcriptional dual regulator Nac
rne	TU0-14622
ybcY	TU0-8557
chiQ	TU0-13022
feaB	TU0-8795		FeaR DNA-binding-site 64 bases upstream of feaBp1
elfA	TU0-13094	Regulation of elfA by DNA-binding transcriptional dual regulator Nac,Regulation of elfA by DNA-binding transcriptional dual regulator SlyA
rppH-ptsP	TU0-13746
pqiABC	TU0-45259		MarA DNA-binding-site 42.5 bases upstream of pqiAp3,SoxS DNA-binding-site 40 bases upstream of pqiAp3
yicS	TU0-8594
sseB	TU0-13655
evgLAS	TU0-7541		EvgA-P<sup>asp</sup> DNA-binding-site 73.5 bases upstream of emrKp
ybeQ	TU0-8561	Regulation of ybeQ by DNA-binding transcriptional dual regulator LeuO,Regulation of ybeQ by DNA-binding transcriptional dual regulator Nac
yoaM	TU0-198734
ldrB	TU0-8844
isrC-flu	TU0-2701		OxyR DNA-binding-site 24 bases downstream of flup
solA-yceO	TU0-13127
rybB	TU0-13070
glyW-cysT-leuZ	TU00512
pstSCA	TU0-45214
csrA	TU0-42456	Regulation of csrA by ppGpp
cynTSX	TU00142		CynR DNA-binding-site 33 bases upstream of cynRp
glnS	TU0-6504
phoH	TU864		PhoB-P<sup>asp53</sup> DNA-binding-site 31 bases upstream of phoHp1
pcnB-folk	TU0-36412
ydeTSR	TU0-13294
ssrS-ygfA	TU0-45173
ftsQAZ	TU0-45271		SdiA DNA-binding-site 161.5 bases upstream of ftsQp,SdiA DNA-binding-site 15.5 bases upstream of ftsQp,SdiA DNA-binding-site 163.5 bases upstream of ftsQp
ygbLM	TU0-13722
ghrB	TU0-13980
fre	TU0-14055
epd-pgk	TU0-45274		Cra DNA-binding-site 3.5 bases downstream of epdp2,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 70.5 bases upstream of epdp2
dmsABC	TU0-198703	Regulation of dmsABC by [2Fe-2S] cluster DNA-binding transcriptional dual regulator
gcvB	TU0-6184		GcvA DNA-binding-site 43 bases upstream of gcvBp
ygiL	TU0-13842
psiF	TU0-44195
yraL	TU0-8659
ymjA	TU0-13207	Regulation of ymjA by DNA-binding transcriptional dual regulator Nac
gltA	TU00416
yhcB	TU0-13897	Regulation of yhcB by small regulatory RNA SdsR
argE	TU0-6886
ynjH	TU0-14800
insB7	TU0-14189
hyaABCDEF	TU00288		IscR DNA-binding-site 42 bases upstream of hyaAp2,NarP-P<sup>asp59</sup> DNA-binding-site 7 bases downstream of hyaAp2,NarP-P<sup>asp59</sup> DNA-binding-site 10 bases upstream of hyaAp2,NarL-P<sup>asp59</sup> DNA-binding-site 7 bases downstream of hyaAp2,NarL-P<sup>asp59</sup> DNA-binding-site 10 bases upstream of hyaAp2,AppY DNA-binding-site regulating hyaAp2,ArcA-P<sup>asp54</sup> DNA-binding-site 67 bases upstream of hyaAp2
mlaFEDCB	TU0-42674
omrA	TU0-8763		OmpR-P DNA-binding-site 70.5 bases upstream of omrAp
rsmE-gshB	TU0-13805
yqeH	TU0-13759
yhjG	TU0-13969
yiiG	TU0-14074
tolC-ygiBC	TU0-14704
istR-1	TU0-7182
fimB	TU00410	Regulation of fimB by small regulatory RNA MicA	H-NS DNA-binding-site regulating fimBp2
ykgMO	TU0-12881
yebG	TU0-13438
ptrA-recBD	TU0-13744
nupX	TU0-13543
hscBA-fdx-iscX	TU00423
clpX-lon	TU0-14455
yfdPQ	TU0-13604	Regulation of yfdPQ by DNA-binding transcriptional activator YgfI,Regulation of yfdPQ by DNA-binding transcriptional activator YgfI,Regulation of yfdPQ by DNA-binding transcriptional activator YgfI,Regulation of yfdPQ by DNA-binding transcriptional activator YgfI
tqsA	TU0-8532
yifK	TU0-14040
sfsB	TU0-13886
panBC	TU00313
phoH	TU866
pbl	TU0-13765
rpoE-rseABC	TU0-45278
gntKU	TU00228		IdnR-5-ketogluconate DNA-binding-site 15.5 bases downstream of gntKp,IdnR-5-ketogluconate DNA-binding-site 2.5 bases downstream of gntKp,GntR DNA-binding-site 15.5 bases downstream of gntKp,GntR DNA-binding-site 2.5 bases downstream of gntKp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 68.5 bases upstream of gntKp
rapA	TU0-14488
galETKM	TU00026		GalS DNA-binding-site 52.5 bases downstream of galEp,GalS-galactose DNA-binding-site 60.5 bases upstream of galEp,HU DNA-binding-site 6.5 bases downstream of galEp2,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 41.5 bases upstream of galEp,GalR-galactose DNA-binding-site 60.5 bases upstream of galEp,GalR DNA-binding-site 46.5 bases downstream of galEp
ybcI	TU0-12964
ynaE	TU0-13238	Regulation of ynaE by DNA-binding transcriptional repressor GlaR
yfiF	TU0-8742	Regulation of yfiF by DNA-binding transcriptional dual regulator ArcA-phosphorylated
ydhM	TU0-14351
rpoE-rseABC	TU0-42642
ompC	TU00476	Regulation of ompC by small regulatory RNA RseX,Regulation of ompC by small regulatory RNA RybB,Regulation of ompC by small regulatory RNA MicC	Lrp DNA-binding-site 319 bases upstream of ompCp3,Lrp DNA-binding-site 87.5 bases downstream of micFp2,Lrp DNA-binding-site 58.5 bases downstream of micFp2,Lrp DNA-binding-site 27.5 bases downstream of micFp2,Lrp DNA-binding-site 151 bases upstream of ompCp3,Lrp DNA-binding-site 5.5 bases downstream of ompCp2,Lrp DNA-binding-site 59 bases downstream of ompCp3,Lrp DNA-binding-site 121.5 bases downstream of ompCp3,Lrp DNA-binding-site 143 bases downstream of ompCp3
ykiA	TU0-12916
abpAB	TU0-13692
ydfI	TU0-13313	Regulation of ydfI by DNA-binding transcriptional repressor GlaR
ychH	TU0-8689	Regulation of ychH by ppGpp
ycbZ	TU0-13098
ybhH	TU0-13042	Regulation of ybhH by DNA-binding transcriptional dual regulator Nac
epmB	TU0-14143
treBC	TU00213	Regulation of treBC by DNA-binding transcriptional dual regulator Cra	ArcA-P<sup>asp54</sup> DNA-binding-site 237 bases upstream of treBp,TreR DNA-binding-site 81 bases upstream of treBp,TreR DNA-binding-site 48 bases upstream of treBp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 60.5 bases upstream of treBp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 12 bases downstream of treBp
malS	TU00137		PhoP-P<sup>asp51</sup> DNA-binding-site 161 bases upstream of malSp,MalT-maltotriose-ATP DNA-binding-site 74.5 bases upstream of malSp,MalT-maltotriose-ATP DNA-binding-site 61.5 bases upstream of malSp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 231.5 bases upstream of malSp,MalT-maltotriose-ATP DNA-binding-site 37.5 bases upstream of malSp
aroG	TU00009		CpxR-phosphorylated DNA-binding-site 38 bases upstream of aroGp,TyrR-phe DNA-binding-site 38 bases upstream of aroGp
btsSR	TU0-13526
cycA	TU0-14159	Regulation of cycA by small regulatory RNA GcvB
dkgA	TU0-13824	Regulation of dkgA by ppGpp
ykiC	TU0-198724
rpoD	TU00438
yncK	TU0-13263
lapAB	TU0-42573
sroA	TU0-14425
yjeT	TU0-14152
btuE	TU0-44214
pinH	TU0-13701
pdeN	TU0-13551
yecDE	TU0-13442
rplU-rpmA-yhbE-obgE	TU0-42628
menA-rraA	TU0-14669
mug	TU0-8820
zupT	TU0-8666
ytfB	TU0-8663
alaWX	TU00514		Fis DNA-binding-site 76 bases upstream of alaWp
norR	TU0-8816
gntU	TU0-42252
ghrA	TU0-13119
yfhA	TU0-14321
rob	TU0-7804		MarA DNA-binding-site 20 bases upstream of robp
metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp	TU341		ArgR-arg DNA-binding-site 15.5 bases downstream of argGp,ArgR-arg DNA-binding-site 6.5 bases upstream of argGp,ArgR-arg DNA-binding-site 125.5 bases upstream of argGp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 167.5 bases upstream of argGp
stfZ	TU0-198687
yihV-csqR	TU0-14069
mgsA	TU0-13100
pdeI-dgcI	TU0-13064	Regulation of pdeI-dgcI by carbon storage regulator CsrA
pssLA	TU0-13672
ycjMNOPQRSTUV-ymjB-ompG	TU0-13212	Regulation of ycjMNOPQRSTUV-ymjB-ompG by DNA-binding transcriptional repressor YcjW
serV-argVYZQ	TU00515
mrcB	TU0-12820
pheM	TU0-8856
ydfJ	TU0-13314
mdtABCD-baeSR	TU0-7881		CpxR-phosphorylated DNA-binding-site 128.5 bases upstream of mdtAp,BaeR-P<SUP>asp61</SUP> DNA-binding-site 27.5 bases upstream of mdtAp
yfdX	TU0-7746
fucAO	TU00135	Regulation of fucAO by DNA-binding transcriptional activator YgfI	CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site regulating fucAp
yjeFE-amiB-mutL-miaA-hfq-hflXKC	TU801
efeOB	TU0-13116	Regulation of efeOB by [2Fe-2S] cluster DNA-binding transcriptional dual regulator
hupB	TU487
clpPX	TU00251
serT	TU00509		Fis DNA-binding-site 60 bases upstream of serTp
tnaCAB	TU00085		TorR-P<SUP>asp</SUP> DNA-binding-site 55.5 bases upstream of tnaCp,TorR-P<SUP>asp</SUP> DNA-binding-site 102.5 bases upstream of tnaCp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 59.5 bases upstream of tnaCp
cof	TU0-12935
yciG	TU0-36408
tfaX	TU0-12983
topA	TU0-2505
yjgZ	TU0-8621
glk	TU0-45250
yfaX-rhmD	TU0-13566
cdsA	TU0-14340
ybdO	TU0-12994
valUXY-lysV	TU00495
yijF	TU0-14090
yjeNO	TU0-14148
fabB	TU0-1482		FadR DNA-binding-site 39 bases upstream of fabBp,FabR DNA-binding-site 20.5 bases upstream of fabBp
ecpA	TU0-12879
rnlA	TU0-14484
clpA	TU00446
dacC	TU0-8782	Regulation of dacC by ppGpp
murQP	TU0-14714
hypBCDE-fhlA	TU0-8345
dnaKJ	TU00260
atpIBEFHAGDC	TU00243
yibG	TU0-13991
dnaTC-yjjA	TU00261
atpBEFHAGDC	TU0-6636
yfbK	TU0-8731	Regulation of yfbK by DNA-binding transcriptional dual regulator Nac
yciT	TU0-42448
hslVU	TU00287
ameF	TU0-198692
yphCB	TU0-13662
alsRBACE	TU0-4504		AlsR DNA-binding-site regulating alsRp1
pflB	TU00383
intS	TU0-13600
pth-ychF	TU0-1781	Regulation of pth-ychF by ppGpp
fliAZY	TU00415		FlhDC DNA-binding-site 52.5 bases upstream of fliAp1
ydgA	TU0-13348
araFGH	TU0-45183		AraC-arabinose DNA-binding-site 166 bases upstream of araFp3,AraC-arabinose DNA-binding-site 91 bases upstream of araFp3,AraC-arabinose DNA-binding-site 70 bases upstream of araFp3,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 42.5 bases upstream of araFp3,AraC-arabinose DNA-binding-site 145 bases upstream of araFp3
gapA	TU0-4907
ampC	TU243
hisJQMP	TU0-14415		ArgR-arg DNA-binding-site 62.5 bases upstream of hisJp
pstS	TU0-45215
ghxP	TU0-14123
ppiA	TU00463		CpxR-phosphorylated DNA-binding-site 47 bases upstream of ppiAp1
hybOABCDEFG	TU00289		NarL-P<sup>asp59</sup> DNA-binding-site 21 bases downstream of hybOp1,NarL-P<sup>asp59</sup> DNA-binding-site 76 bases upstream of hybOp1,NarL-P<sup>asp59</sup> DNA-binding-site 51 bases upstream of hybOp1,ArcA-P<sup>asp54</sup> DNA-binding-site 57 bases upstream of hybOp1
gntT	TU0-4927		GntR DNA-binding-site 86.5 bases downstream of gntTp2,GntR DNA-binding-site 55.5 bases upstream of gntTp2,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 112.5 bases upstream of gntTp2
mnt-btuF-yadS	TU0-12822
hcaEFCBD	TU0-7202		HcaR-HCA DNA-binding-site 42 bases upstream of hcaEp
yfgHI	TU0-13648
acs-yjcHG	TU0-3723		IHF DNA-binding-site 180 bases upstream of acsp,IHF DNA-binding-site 153 bases upstream of acsp,Fis DNA-binding-site 98 bases upstream of acsp,Fis DNA-binding-site 59 bases upstream of acsp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 122.5 bases upstream of acsp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 69.5 bases upstream of acsp
yjjI	TU0-14221
yqeIJ	TU0-13760
ycfT	TU0-13140
gor	TU0-14
yniD	TU0-13380
hupA	TU486		Fis DNA-binding-site 255 bases upstream of hupAp,Fis DNA-binding-site 219.5 bases upstream of hupAp,Fis DNA-binding-site 167.5 bases upstream of hupAp,Fis DNA-binding-site 93.5 bases upstream of hupAp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 63.5 bases upstream of hupAp
ybiX	TU0-13054
yhfL	TU0-13923	Regulation of yhfL by DNA-binding transcriptional dual regulator Nac
kdsA	TU306
pdeK	TU0-13971
stpA	TU00393		Lrp-leu DNA-binding-site 9 bases upstream of alaEp,Lrp-leu DNA-binding-site 58 bases upstream of alaEp,H-NS DNA-binding-site regulating stpAp1,Lrp DNA-binding-site 107 bases upstream of stpAp1
sanA-yeiS	TU0-13537
thrU-tyrU-glyT-thrT-tufB	TU00504		Fis DNA-binding-site 123 bases upstream of thrUp,Fis DNA-binding-site 91 bases upstream of thrUp,Fis DNA-binding-site 71 bases upstream of thrUp
ftsZ	TU0-1423
talA	TU0-14644
aroP	TU00012		TyrR-tyr DNA-binding-site 63.5 bases downstream of aroPp1,TyrR-tyr DNA-binding-site 40.5 bases downstream of aroPp1
yhdP	TU0-13903
zinT	TU0-8330
yiaA	TU0-13982
allDC-ylbA	TU0-7622		DNA-binding transcriptional activator AllS DNA-binding-site 94 bases upstream of allDp
acnB	TU796	Regulation of acnB by small regulatory RNA RyhB,Regulation of acnB by bifunctional aconitate hydratase B/2-methylisocitrate dehydratase	Cra DNA-binding-site regulating acnBp1,Fis DNA-binding-site 171.5 bases upstream of acnBp1,Fis DNA-binding-site 73.5 bases upstream of acnBp1,Fis DNA-binding-site 29.5 bases upstream of acnBp1,ArcA-P<sup>asp54</sup> DNA-binding-site 170 bases upstream of acnBp1,ArcA-P<sup>asp54</sup> DNA-binding-site 143 bases upstream of acnBp1,ArcA-P<sup>asp54</sup> DNA-binding-site 139 bases upstream of acnBp1,ArcA-P<sup>asp54</sup> DNA-binding-site 113 bases upstream of acnBp1,ArcA-P<sup>asp54</sup> DNA-binding-site 119 bases upstream of acnBp1,ArcA-P<sup>asp54</sup> DNA-binding-site 57 bases upstream of acnBp1,ArcA-P<sup>asp54</sup> DNA-binding-site 48 bases upstream of acnBp1,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 37.5 bases upstream of acnBp1
proL	TU00494		Fis DNA-binding-site 66 bases upstream of proLp
yqfA	TU0-13789
yieP-hsrA	TU0-14033
tsaD	TU0-8571
yabI	TU0-12804
glnS	TU0-45210
pepQ-yigZ-trkH-hemG	TU0-14056
ybiP	TU0-8569
dapB	TU0-6403
acnA	TU794	Regulation of acnA by ppGpp	Cra DNA-binding-site regulating acnAp2,Fnr DNA-binding-site 40.5 bases upstream of acnAp2,ArcA-P<sup>asp54</sup> DNA-binding-site 34 bases upstream of acnAp2,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 40.5 bases upstream of acnAp2
yiaU	TU0-8592
rihB	TU862
proVWX	TU701		H-NS DNA-binding-site regulating proVp
pheP	TU0-8149
yfbM	TU0-13576
tdcABCDEFG	TU00125		Fnr DNA-binding-site 148.5 bases upstream of tdcAp,Fnr DNA-binding-site 105.5 bases upstream of tdcAp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 43.5 bases upstream of tdcAp,IHF DNA-binding-site 103 bases upstream of tdcAp,TdcA DNA-binding-site 177 bases upstream of tdcAp,TdcR DNA-binding-site 195 bases upstream of tdcAp
dinB-yafNOP	TU0-12853
yjdF	TU0-14136
rlmA	TU0-13421
fadD-sroD	TU0-4187		ArcA-P<sup>asp54</sup> DNA-binding-site 7 bases upstream of fadDp,CRP-cyclic-AMP DNA-binding transcriptional dual regulator DNA-binding-site 59.5 bases upstream of fadDp,FadR DNA-binding-site 106 bases upstream of fadDp,FadR DNA-binding-site 20 bases upstream of fadDp
pstSCAB-phoU	TU00202		Fnr DNA-binding-site regulating pstSp2,IHF DNA-binding-site 16.5 bases downstream of pstSp2,PhoB-P<sup>asp53</sup> DNA-binding-site 32 bases upstream of pstSp2,PhoB-P<sup>asp53</sup> DNA-binding-site 54 bases upstream of pstSp2
slyA	TU0-8511	Regulation of slyA by DNA-binding transcriptional dual regulator SlyA,Regulation of slyA by DNA-binding transcriptional dual regulator SlyA
