Gene ID (EcoCyc),Gene name,Enzyme encoded,Pathways,Pathways parent,Protein products,Reactions
EG10727,phoA,ALKAPHOSPHA-CPLX,"['SALVADEHYPOX-PWY', 'PWY-7805', 'TRESYN-PWY', 'PWY-5484']","['Adenosine-Nucleotides-Degradation', 'Phosphonate-Degradation', 'Trehalose-biosynthesis', 'GLYCOLYSIS-VARIANTS']",ALKAPHOSPHA-MONOMER,"['ALKAPHOSPHA-RXN', 'RXN-7948', 'RXN-5647', 'RXN-14514', '4-NITROPHENYLPHOSPHATASE-RXN', '3.1.3.74-RXN', 'RXN-14181', 'RXN-7607', 'RXN-14025', 'RXN-14115', 'RXN-14510', 'RXN0-5292', 'RXN-14026', 'RXN-14090', 'RXN-14511', 'RXN-14512', 'RXN-14142', 'RXN-14513', 'RXN-14126', 'RXN-14161', 'AMP-DEPHOSPHORYLATION-RXN', 'PHOSPHOENOLPYRUVATE-PHOSPHATASE-RXN', 'HISTIDPHOS-RXN', 'RXN0-5187', 'RXN-5822', 'PHOSPHOGLYCERATE-PHOSPHATASE-RXN', 'GLYCEROL-2-PHOSPHATASE-RXN', 'RXN-14509', 'RXN-14505', 'RXN0-5114', 'TRIPHOSPHATASE-RXN', 'INORGPYROPHOSPHAT-RXN', 'RXN66-526', 'RXN0-7362', 'GLUCOSE-6-PHOSPHATASE-RXN', 'RXN0-5186', 'GLUCOSE-1-PHOSPHAT-RXN', 'RXN-15312', 'F16BDEPHOS-RXN', 'TREHALOSEPHOSPHA-RXN', 'RXN-14483', 'RXN-17330', 'SUGAR-PHOSPHATASE-RXN', 'RXN-17724', 'RXN-17725', 'RXN-17745', '3-PHOSPHOGLYCERATE-PHOSPHATASE-RXN', 'GPH-RXN', '3.1.3.68-RXN', 'PHOSPHOAMIDASE-RXN', 'RXN0-5185', 'RXN0-7249', 'RXN0-7250', 'RXN0-7251']"
EG10729,phoE,CPLX0-7530,,,MONOMER0-282,"['RXN0-2481', 'RXN0-7241', 'RXN0-7211', 'RXN0-7210', 'RXN0-7209', 'RXN0-7208', 'RXN0-7207', 'RXN0-7206', 'RXN0-7204', 'RXN0-1741', 'TRANS-RXN0-445', 'RXN0-7203', 'RXN0-7202', 'RXN0-7201', 'RXN0-7200', 'RXN0-7199', 'RXN0-7247', 'RXN0-7246', 'TRANS-RXN-380', 'RXN0-7245', 'TRANS-RXN0-490', 'RXN-15315', 'RXN0-0', 'RXN0-7244', 'RXN0-7243', 'RXN0-7242', 'TRANS-RXN0-615', 'TRANS-RXN0-614', 'TRANS-RXN0-612', 'TRANS-RXN0-611', 'TRANS-RXN0-609', 'TRANS-RXN0-608', 'TRANS-RXN0-607', 'TRANS-RXN0-606', 'TRANS-RXN0-604', 'TRANS-RXN0-603', 'TRANS-RXN0-601', 'TRANS-RXN0-598']"
EG12230,pitA,PITA-MONOMER,PWY-4621-1,Arsenate-Detoxification,PITA-MONOMER,"['TRANS-RXN-114', 'TRANS-RXN-279', 'TRANS-RXN-278', 'TRANS-RXN-277', 'TRANS-RXN0-550', 'TRANS-RXN-280']"
EG12883,pitB,PITB-MONOMER,PWY-4621-1,Arsenate-Detoxification,PITB-MONOMER,"['TRANS-RXN-114', 'TRANS-RXN0-550', 'TRANS-RXN-278', 'TRANS-RXN-277']"
EG11896,plaP,YEEF-MONOMER,,,YEEF-MONOMER,['TRANS-RXN-69']
EG10738,pldA,CPLX0-7944,,,MONOMER0-341,"['RXN0-6952', 'RXN0-6725', 'RXN-19312', 'RXN-19311']"
EG10739,pldB,EG10739-MONOMER,,,EG10739-MONOMER,"['RXN-19311', 'RXN-19312', 'RXN0-7122']"
EG10740,plsB,GLYCEROL-3-P-ACYLTRANSFER-MONOMER,"['PWY0-1319', 'PWY-5667']","['CDP-diacylglycerol-Biosynthesis', 'CDP-diacylglycerol-Biosynthesis']",GLYCEROL-3-P-ACYLTRANSFER-MONOMER,"['RXN-10462', 'RXN-17018', 'RXN-17017', 'RXN-17016', 'RXN-1381']"
EG11377,plsC,1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER,"['PWY0-1319', 'PWY-5667']","['CDP-diacylglycerol-Biosynthesis', 'CDP-diacylglycerol-Biosynthesis']",1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER,"['RXN-17015', 'RXN-17014', '1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN', 'RXN-17009', 'RXN-17011', 'RXN-17023', 'RXN-17008', 'RXN-17010', 'RXN-17021', 'RXN-17019', 'RXN-1623', 'RXN0-5514', 'RXN0-6705', 'RXN-17022', 'RXN-17020', 'RXN-17024', 'RXN-17012', 'RXN-17013']"
EG11437,plsX,EG11437-MONOMER,,,EG11437-MONOMER,['RXN-9590']
EG11135,pncA,NICOTINAMID-MONOMER,PYRIDNUCSAL-PWY,NAD-SYN,NICOTINAMID-MONOMER,"['NICOTINAMID-RXN', 'PYRAZIN-RXN']"
EG10742,pncB,NICOTINATEPRIBOSYLTRANS-MONOMER,PYRIDNUCSAL-PWY,NAD-SYN,NICOTINATEPRIBOSYLTRANS-MONOMER,['NICOTINATEPRIBOSYLTRANS-RXN']
G7409,pncC,CPLXECOLI-7943,PWY-7761,NAD-SYN,G7409-MONOMER,['NMNAMIDOHYDRO-RXN']
EG10744,pntA,PYRNUTRANSHYDROGEN-CPLX,NADPHOS-DEPHOS-PWY,NAD-Metabolism,PNTA-MONOMER,['TRANS-RXN0-277']
EG10745,pntB,PYRNUTRANSHYDROGEN-CPLX,NADPHOS-DEPHOS-PWY,NAD-Metabolism,PNTB-MONOMER,['TRANS-RXN0-277']
EG11700,pnuC,PNUC-MONOMER,,,PNUC-MONOMER,['TRANS-RXN0-481']
EG10749,potA,ABC-24-CPLX,,,POTA-MONOMER,"['ABC-24-RXN', 'ABC-25-RXN']"
EG10750,potB,ABC-24-CPLX,,,POTB-MONOMER,"['ABC-24-RXN', 'ABC-25-RXN']"
EG10751,potC,ABC-24-CPLX,,,POTC-MONOMER,"['ABC-24-RXN', 'ABC-25-RXN']"
EG10752,potD,ABC-24-CPLX,,,POTD-MONOMER,"['ABC-24-RXN', 'ABC-25-RXN']"
EG10753,potE,POTE-MONOMER,,,POTE-MONOMER,"['TRANS-RXN-69', 'TRANS-RXN0-211']"
EG11629,potF,ABC-25-CPLX,,,POTF-MONOMER,['ABC-25-RXN']
EG11630,potG,ABC-25-CPLX,,,POTG-MONOMER,['ABC-25-RXN']
EG11631,potH,ABC-25-CPLX,,,POTH-MONOMER,['ABC-25-RXN']
EG11632,potI,ABC-25-CPLX,,,POTI-MONOMER,['ABC-25-RXN']
EG10754,poxB,PYRUVOXID-CPLX,"['PWY-7545', 'PWY-7544']","['AEROBIC-RESPIRATION', 'Electron-Transfer', 'AEROBIC-RESPIRATION', 'Electron-Transfer']",PYRUVOXID-MONOMER,"['RXN-11496', 'RXN0-2022', 'RXN-6161', 'RXN3O-470']"
EG10755,ppa,CPLX0-243,PWY-7805,Phosphonate-Degradation,INORGPYROPHOSPHAT-MONOMER,"['INORGPYROPHOSPHAT-RXN', 'TRIPHOSPHATASE-RXN']"
EG10756,ppc,PEPCARBOX-CPLX,FERMENTATION-PWY,"['Fermentation-to-Acids', 'Pyruvate-Ethanol-Fermentation', 'Super-Pathways']",PEPCARBOX-MONOMER,['PEPCARBOX-RXN']
EG12352,ppiC,EG12352-MONOMER,,,EG12352-MONOMER,['PEPTIDYLPROLYL-ISOMERASE-RXN']
EG11510,ppk,PPK-CPLX,,,PPK-MONOMER,['POLYPHOSPHATE-KINASE-RXN']
EG10759,ppsA,PEPSYNTH-CPLX,"['GLUCONEO-PWY', 'PWY-5484', 'GLYCOLYSIS']","['Gluconeogenesis', 'GLYCOLYSIS-VARIANTS', 'GLYCOLYSIS-VARIANTS']",PEPSYNTH-MONOMER,['PEPSYNTH-RXN']
EG11761,pptA,CPLX0-902,,,EG11761-MONOMER,['RXN-19492']
EG11289,preA,CPLX0-7788,,,EG11289-MONOMER,"['DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN', 'RXN0-6565']"
G7145,preT,CPLX0-7788,,,G7145-MONOMER,"['DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN', 'RXN0-6565']"
EG10767,proA,GLUTSEMIALDEHYDROG-CPLX,PROSYN-PWY,PROLINE-SYN,GLUTSEMIALDEHYDROG-MONOMER,['GLUTSEMIALDEHYDROG-RXN']
EG10768,proB,GLUTKIN-CPLX,PROSYN-PWY,PROLINE-SYN,GLUTKIN-MONOMER,['GLUTKIN-RXN']
EG10769,proC,PYRROLINECARBREDUCT-CPLX,PROSYN-PWY,PROLINE-SYN,PYRROLINECARBREDUCT-MONOMER,['PYRROLINECARBREDUCT-RXN']
EG11612,proP,CPLX0-7642,,,PROP-MONOMER,"['TRANS-RXN-29', 'TRANS-RXN-29A']"
EG10771,proV,ABC-26-CPLX,,,PROV-MONOMER,"['TRANS-RXN-324', 'TRANS-RXN-283', 'RXN-8638', 'ABC-26-RXN']"
EG10772,proW,ABC-26-CPLX,,,PROW-MONOMER,"['TRANS-RXN-324', 'TRANS-RXN-283', 'RXN-8638', 'ABC-26-RXN']"
EG10773,proX,ABC-26-CPLX,,,PROX-MONOMER,"['TRANS-RXN-324', 'TRANS-RXN-283', 'RXN-8638', 'ABC-26-RXN']"
G6196,prpB,CPLX0-1021,PWY0-42,Methyl-Citrate-Cycle,G6196-MONOMER,['METHYLISOCITRATE-LYASE-RXN']
G6198,prpC,CPLX0-251,PWY0-42,Methyl-Citrate-Cycle,G6198-MONOMER,['2-METHYLCITRATE-SYNTHASE-RXN']
G6199,prpD,G6199-MONOMER,PWY0-42,Methyl-Citrate-Cycle,G6199-MONOMER,['2-METHYLCITRATE-DEHYDRATASE-RXN']
G6200,prpE,G6200-MONOMER,PWY0-42,Methyl-Citrate-Cycle,G6200-MONOMER,['PROPIONATE--COA-LIGASE-RXN']
EG10774,prs,CPLX0-8299,PWY0-662,Sugar-Phosphate-Biosynthesis,PRPPSYN-MONOMER,['PRPPSYN-RXN']
EG10780,pspE,EG10780-MONOMER,PWY-5350,Thiosulfate-Disproportionation,EG10780-MONOMER,"['THIOSULFATE-SULFURTRANSFERASE-RXN', 'RXN-19033']"
EG10781,pssA,CPLX0-12524,PWY-5669,"['PhosphatidylethanolamineBiosynthesis', 'Phosphatidylserine-Biosynthesis']",PHOSPHASERSYN-MONOMER,['PHOSPHASERSYN-RXN']
EG10782,pstA,ABC-27-CPLX,PWY-4621-1,Arsenate-Detoxification,PSTA-MONOMER,"['ABC-27-RXN', 'RXN-22326']"
EG10783,pstB,ABC-27-CPLX,PWY-4621-1,Arsenate-Detoxification,PSTB-MONOMER,"['ABC-27-RXN', 'RXN-22326']"
EG10784,pstC,ABC-27-CPLX,PWY-4621-1,Arsenate-Detoxification,PSTC-MONOMER,"['ABC-27-RXN', 'RXN-22326']"
EG10734,pstS,ABC-27-CPLX,PWY-4621-1,Arsenate-Detoxification,PSTS-MONOMER,"['ABC-27-RXN', 'RXN-22326']"
EG12033,psuG,CPLX0-8233,PWY-6019,Purine-Degradation,EG12033-MONOMER,['RXN0-5398']
EG11646,psuK,EG11646-MONOMER,PWY-6019,Purine-Degradation,EG11646-MONOMER,['PSEUDOURIDINE-KINASE-RXN']
EG10787,ptsG,CPLX-157,GLYCOLYSIS,GLYCOLYSIS-VARIANTS,"['MONOMER0-4389', 'PTSG-MONOMER']","['TRANS-RXN-157', 'TRANS-RXN0-583']"
EG10789,ptsI,CPLX0-7938,,,PTSI-MONOMER,"['2.7.3.9-RXN', 'RXN-17354', 'RXN-17355']"
EG10790,purA,ADENYLOSUCCINATE-SYN-DIMER,PWY-7219,Purine-Ribonuc-De-Novo-Biosynthesis,ADENYLOSUCCINATE-SYN-MONOMER,['ADENYLOSUCCINATE-SYNTHASE-RXN']
EG11314,purB,CPLX0-7959,"['PWY-7219', 'PWY-6123']","['Purine-Ribonuc-De-Novo-Biosynthesis', 'IMP-Biosynthesis']",ASL-MONOMER,"['AMPSYN-RXN', 'AICARSYN-RXN']"
EG10791,purC,SAICARSYN-CPLX,PWY-6123,IMP-Biosynthesis,SAICARSYN-MONOMER,['SAICARSYN-RXN']
EG10792,purD,GLYCRIBONUCSYN-MONOMER,"['PWY-6277', 'PWY-6121', 'PWY-6122']","['AIR-Biosynthesis', 'Super-Pathways', 'AIR-Biosynthesis', 'AIR-Biosynthesis']",GLYCRIBONUCSYN-MONOMER,['GLYRIBONUCSYN-RXN']
EG10793,purE,PURE-CPLX,PWY-6123,IMP-Biosynthesis,PURE-MONOMER,['RXN0-743']
EG10794,purF,PRPPAMIDOTRANS-CPLX,"['PWY-6277', 'PWY-6121', 'PWY-6122']","['AIR-Biosynthesis', 'Super-Pathways', 'AIR-Biosynthesis', 'AIR-Biosynthesis']",PRPPAMIDOTRANS-MONOMER,['PRPPAMIDOTRANS-RXN']
EG10795,purH,AICARTRANSIMPCYCLO-CPLX,PWY-6123,IMP-Biosynthesis,AICARTRANSIMPCYCLO-CPLX,"['AICARTRANSFORM-RXN', 'IMPCYCLOHYDROLASE-RXN']"
EG10796,purK,PURK-CPLX,PWY-6123,IMP-Biosynthesis,PURK-MONOMER,['RXN0-742']
EG10797,purL,FGAMSYN-MONOMER,"['PWY-6277', 'PWY-6121', 'PWY-6122']","['AIR-Biosynthesis', 'Super-Pathways', 'AIR-Biosynthesis', 'AIR-Biosynthesis']",FGAMSYN-MONOMER,['FGAMSYN-RXN']
EG10798,purM,AIRS-CPLX,"['PWY-6277', 'PWY-6121', 'PWY-6122']","['AIR-Biosynthesis', 'Super-Pathways', 'AIR-Biosynthesis', 'AIR-Biosynthesis']",AIRS-MONOMER,['AIRS-RXN']
EG10799,purN,GART-MONOMER,PWY-6121,AIR-Biosynthesis,GART-MONOMER,['GART-RXN']
EG11809,purT,GARTRANSFORMYL2-MONOMER,"['PWY-6277', 'PWY-6122', 'PWY0-1477']","['AIR-Biosynthesis', 'Super-Pathways', 'AIR-Biosynthesis', 'AMINE-DEG']",GARTRANSFORMYL2-MONOMER,"['GARTRANSFORMYL2-RXN', 'ACETATEKIN-RXN']"
EG11819,purU,FORMYLTHFDEFORMYL-CPLX,,,FORMYLTHFDEFORMYL-MONOMER,['FORMYLTHFDEFORMYL-RXN']
EG10801,putA,PUTA-CPLX,"['PWY0-1544', 'PROUT-PWY-I']","['AEROBIC-RESPIRATION', 'Electron-Transfer', 'PROLINE-DEG']",PUTA-MONOMER,"['RXN0-7008', 'RXN-14116']"
EG10802,putP,PUTP-MONOMER,,,PUTP-MONOMER,"['TRANS-RXN-118', 'TRANS-RXN0-505']"
G6644,puuA,CPLX0-7709,PWY0-1221,Putrescine-Degradation,G6644-MONOMER,['RXN0-3901']
EG11822,puuB,EG11822-MONOMER,PWY0-1221,Putrescine-Degradation,EG11822-MONOMER,['RXN0-3921']
EG10036,puuC,ALDHDEHYDROG-MONOMER,"['PUTDEG-PWY', 'PWY-6535', 'PWY0-1221']","['Putrescine-Degradation', '4-Aminobutyraye-Degradation', 'Putrescine-Degradation']",ALDHDEHYDROG-MONOMER,"['AMINOBUTDEHYDROG-RXN', 'SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN', 'RXN0-5455', 'RXN0-3922']"
G6645,puuD,CPLX0-3943,PWY0-1221,Putrescine-Degradation,G6645-MONOMER,['RXN0-3942']
G6646,puuE,G6646-MONOMER,"['PWY-6535', 'PWY0-461']","['4-Aminobutyraye-Degradation', 'LYSINE-DEG']",G6646-MONOMER,"['GABATRANSAM-RXN', 'VAGL-RXN']"
G6643,puuP,B1296-MONOMER,,,B1296-MONOMER,['TRANS-RXN-69']
EG10803,pykA,PKII-CPLX,"['PWY-5484', 'FERMENTATION-PWY', 'GLYCOLYSIS']","['GLYCOLYSIS-VARIANTS', 'Fermentation-to-Acids', 'Pyruvate-Ethanol-Fermentation', 'Super-Pathways', 'GLYCOLYSIS-VARIANTS']",PKII-MONOMER,['PEPDEPHOS-RXN']
EG10804,pykF,PKI-COMPLEX,"['PWY-5484', 'FERMENTATION-PWY', 'GLYCOLYSIS']","['GLYCOLYSIS-VARIANTS', 'Fermentation-to-Acids', 'Pyruvate-Ethanol-Fermentation', 'Super-Pathways', 'GLYCOLYSIS-VARIANTS']",PKI-MONOMER,['PEPDEPHOS-RXN']
EG10805,pyrB,ASPCARBTRANS-CPLX,PWY-5686,UMP-Biosynthesis,ASPCARBCAT-MONOMER,['ASPCARBTRANS-RXN']
EG10806,pyrC,DIHYDROOROT-CPLX,PWY-5686,UMP-Biosynthesis,DIHYDROOROT-MONOMER,['DIHYDROOROT-RXN']
EG10807,pyrD,DIHYDROOROTOX-MONOMER,PWY-5686,UMP-Biosynthesis,DIHYDROOROTOX-MONOMER,"['DIHYDROOROTATE-DEHYDROGENASE-RXN', 'RXN0-6491', 'RXN0-6554']"
EG10808,pyrE,OROPRIBTRANS-CPLX,PWY-5686,UMP-Biosynthesis,OROPRIBTRANS-MONOMER,['OROPRIBTRANS-RXN']
EG10809,pyrF,OROTPDECARB-CPLX,PWY-5686,UMP-Biosynthesis,OROTPDECARB-MONOMER,['OROTPDECARB-RXN']
EG10810,pyrG,CTPSYN-CPLX,"['GLUTAMINDEG-PWY', 'AMMASSIM-PWY', 'PWY-7176']","['GLUTAMINE-DEG', 'Ammonia-Assimilation', 'Pyrimid-Ribonucleot-De-Novo-Biosyn']",CTPSYN-MONOMER,"['CTPSYN-RXN', 'GLUTAMIN-RXN', 'RXN-14325']"
EG11539,pyrH,UMPKI-CPLX,PWY-7176,Pyrimid-Ribonucleot-De-Novo-Biosyn,UMPKI-MONOMER,['RXN-12002']
EG10811,pyrI,ASPCARBTRANS-CPLX,PWY-5686,UMP-Biosynthesis,ASPCARBREG-MONOMER,['ASPCARBTRANS-RXN']
EG11492,qorA,QOR-CPLX,,,QOR-MONOMER,['QOR-RXN']
G6245,queC,G6245-MONOMER,PWY-6703,SECONDARY-METABOLITE-BIOSYNTHESIS,G6245-MONOMER,['RXN-12093']
G7431,queD,CPLX0-8123,PWY-6703,SECONDARY-METABOLITE-BIOSYNTHESIS,G7431-MONOMER,['RXN0-5507']
G7452,queF,CPLX0-3501,PWY-6700,Queuosine-Biosynthesis,G7452-MONOMER,['RXN0-4022']
EG10814,rbsA,ABC-28-CPLX,,,RBSA-MONOMER,['ABC-28-RXN']
EG10815,rbsB,ABC-28-CPLX,,,RBSB-MONOMER,['ABC-28-RXN']
EG10816,rbsC,ABC-28-CPLX,,,RBSC-MONOMER,['ABC-28-RXN']
EG10817,rbsD,CPLX0-7646,RIBOKIN-PWY,Sugars-And-Polysaccharides-Degradation,EG10817-MONOMER,['RXN0-5304']
EG10818,rbsK,CPLX0-7647,RIBOKIN-PWY,Sugars-And-Polysaccharides-Degradation,RIBOKIN-MONOMER,['RIBOKIN-RXN']
G7138,rcnA,G7138-MONOMER,,,G7138-MONOMER,"['TRANS-RXN0-585', 'TRANS-RXN0-584']"
G7530,rdgB,CPLX0-7826,,,G7530-MONOMER,"['RXN0-6382', 'RXN0-1602', 'RXN0-1603']"
EG10835,relA,RELA-MONOMER,PPGPPMET-PWY,Metabolic-Regulators,RELA-MONOMER,"['GDPPYPHOSKIN-RXN', 'GTPPYPHOSKIN-RXN']"
EG10838,rfaD,CPLX0-3681,PWY0-1241,ADP-Sugar-Biosynthesis,EG10838-MONOMER,['5.1.3.20-RXN']
EG11978,rfbA,CPLX0-8034,"['PWY-7315', 'DTDPRHAMSYN-PWY']","['dTDP-Sugar-Biosynthesis', 'dTDP-Sugar-Biosynthesis']",DTDPGLUCOSEPP-MONOMER,['DTDPGLUCOSEPP-RXN']
EG11979,rfbC,DTDPDEHYDRHAMEPIM-MONOMER,DTDPRHAMSYN-PWY,dTDP-Sugar-Biosynthesis,DTDPDEHYDRHAMEPIM-MONOMER,['DTDPDEHYDRHAMEPIM-RXN']
EG10840,rfe,CPLX0-8011,ECASYN-PWY,Polysaccharides-Biosynthesis,GLCNACPTRANS-MONOMER,['GLCNACPTRANS-RXN']
EG11455,rffC,CPLX0-8614,PWY-7315,dTDP-Sugar-Biosynthesis,TDPFUCACTRANS-MONOMER,['TDPFUCACTRANS-RXN']
EG11453,rffG,DTDPGLUCDEHYDRAT2-MONOMER,PWY-7315,dTDP-Sugar-Biosynthesis,DTDPGLUCDEHYDRAT2-MONOMER,['DTDPGLUCDEHYDRAT-RXN']
EG11454,rffH,CPLX0-8012,"['PWY-7315', 'DTDPRHAMSYN-PWY']","['dTDP-Sugar-Biosynthesis', 'dTDP-Sugar-Biosynthesis']",DTDPGLUCOSEPP2-MONOMER,['DTDPGLUCOSEPP-RXN']
EG11458,rffM,UDPMANACATRANS-MONOMER,ECASYN-PWY,Polysaccharides-Biosynthesis,UDPMANACATRANS-MONOMER,['UDPMANACATRANS-RXN']
EG11867,rhaA,CPLX0-7652,"['RHAMCAT-PWY', 'LYXMET-PWY']","['L-rhamnose-Degradation', 'Sugars-And-Polysaccharides-Degradation']",RHAMNISOM-MONOMER,"['RHAMNISOM-RXN', 'LYXISOM-RXN']"
EG11868,rhaB,RHAMNULOKIN-MONOMER,RHAMCAT-PWY,L-rhamnose-Degradation,RHAMNULOKIN-MONOMER,['RHAMNULOKIN-RXN']
EG11866,rhaD,RHAMNULPALDOL-CPLX,RHAMCAT-PWY,L-rhamnose-Degradation,RHAMNULPALDOL-MONOMER,['RHAMNULPALDOL-RXN']
EG11865,rhaM,CPLX0-7649,RHAMCAT-PWY,L-rhamnose-Degradation,EG11865-MONOMER,['RXN0-5306']
EG11313,rhaT,RHAT-MONOMER,,,RHAT-MONOMER,"['TRANS-RXN-112', 'TRANS-RXN0-236']"
G7160,rhmD,CPLX0-7722,,,G7160-MONOMER,['L-RHAMNONATE-DEHYDRATASE-RXN']
EG11469,rhtB,RHTB-MONOMER,,,RHTB-MONOMER,"['TRANS-RXN-242', 'TRANS-RXN-242A', 'TRANS-RXN0-0244']"
EG11468,rhtC,RHTC-MONOMER,,,RHTC-MONOMER,['TRANS-RXN0-0244']
EG11331,ribA,GTP-CYCLOHYDRO-II-CPLX,RIBOSYN2-PWY,Flavin-Biosynthesis,GTP-CYCLOHYDRO-II-MONOMER,['GTP-CYCLOHYDRO-II-RXN']
EG10465,ribB,DIOHBUTANONEPSYN-CPLX,RIBOSYN2-PWY,Flavin-Biosynthesis,DIOHBUTANONEPSYN-MONOMER,['DIOHBUTANONEPSYN-RXN']
EG11406,ribC,CPLX0-3952,RIBOSYN2-PWY,Flavin-Biosynthesis,RIBOFLAVIN-SYN-MONOMER,['RIBOFLAVIN-SYN-RXN']
EG11321,ribD,CPLX0-7659,RIBOSYN2-PWY,Flavin-Biosynthesis,RIBOFLAVINSYNDEAM-MONOMER,"['RIBOFLAVINSYNDEAM-RXN', 'RIBOFLAVINSYNREDUC-RXN']"
EG11322,ribE,LUMAZINESYN-CPLX,RIBOSYN2-PWY,Flavin-Biosynthesis,LUMAZINESYN-MONOMER,['LUMAZINESYN-RXN']
EG11079,ribF,RIBF-MONOMER,RIBOSYN2-PWY,Flavin-Biosynthesis,RIBF-MONOMER,"['RIBOFLAVINKIN-RXN', 'FADSYN-RXN']"
G6358,rihA,CPLX0-8280,"['PWY-6556', 'PWY-7195']","['Pyrimidine-Nucleotide-Salvage', 'Pyrimidine-Ribonucleosides-Degradation', 'Pyrimidine-Nucleotide-Salvage', 'Pyrimidine-Ribonucleosides-Degradation']",G6358-MONOMER,"['URIDINE-NUCLEOSIDASE-RXN', 'RXN0-361']"
EG12030,rihB,CPLX0-7904,"['PWY-7195', 'PWY-6556']","['Pyrimidine-Nucleotide-Salvage', 'Pyrimidine-Ribonucleosides-Degradation', 'Pyrimidine-Nucleotide-Salvage', 'Pyrimidine-Ribonucleosides-Degradation']",EG12030-MONOMER,"['RXN0-361', 'URIDINE-NUCLEOSIDASE-RXN', 'RIBOSYLPYRIMIDINE-NUCLEOSIDASE-RXN']"
EG11082,rihC,EG11082-MONOMER,"['PWY-6556', 'PWY-6605', 'PWY-7195']","['Pyrimidine-Nucleotide-Salvage', 'Pyrimidine-Ribonucleosides-Degradation', 'Adenine-Adenosine-Salvage', 'Pyrimidine-Nucleotide-Salvage', 'Pyrimidine-Ribonucleosides-Degradation']",EG11082-MONOMER,"['URIDINE-NUCLEOSIDASE-RXN', 'RXN0-363', 'INOSINE-NUCLEOSIDASE-RXN', 'ADENOSINE-NUCLEOSIDASE-RXN', 'RXN0-361']"
M004,rpe,RIBULP3EPIM-MONOMER,NONOXIPENT-PWY,Pentose-Phosphate-Cycle,RIBULP3EPIM-MONOMER,['RIBULP3EPIM-RXN']
EG11443,rpiA,RIB5PISOMA-CPLX,NONOXIPENT-PWY,Pentose-Phosphate-Cycle,RIB5PISOMA-MONOMER,['RIB5PISOM-RXN']
EG11827,rpiB,RIB5PISOMB-CPLX,"['PWY0-44', 'NONOXIPENT-PWY']","['Sugars-And-Polysaccharides-Degradation', 'Pentose-Phosphate-Cycle']",RIB5PISOMB-MONOMER,"['RXN0-303', 'RIB5PISOM-RXN']"
G7841,rsgA,G7841-MONOMER,,,G7841-MONOMER,['RXN0-5462']
G6523,rutA,G6523-MONOMER,PWY0-1471,Uracil-Degradation,G6523-MONOMER,"['RXN0-6444', 'RXN-20707', 'RXN-12886', 'RXN-22443', 'RXN-20708']"
G6522,rutB,G6522-MONOMER,PWY0-1471,Uracil-Degradation,G6522-MONOMER,"['RXN0-6460', 'RXN-12896']"
G6521,rutC,CPLX0-8589,PWY0-1471,Uracil-Degradation,G6521-MONOMER,['RXN0-6452']
G6520,rutD,CPLX0-8303,PWY0-1471,Uracil-Degradation,G6520-MONOMER,['RXN0-5222']
G6519,rutE,G6519-MONOMER,PWY0-1471,Uracil-Degradation,G6519-MONOMER,['RXN-8974']
G6518,rutF,G6518-MONOMER,,,G6518-MONOMER,['RXN-9510']
G6517,rutG,B1006-MONOMER,,,B1006-MONOMER,"['TRANS-RXN-132', 'TRANS-RXN-362', 'RXN-5076']"
G6811,sad,CPLX0-7687,"['PWY-6535', 'PWY0-461']","['4-Aminobutyraye-Degradation', 'LYSINE-DEG']",G6811-MONOMER,"['SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN', 'RXN-8182']"
EG10929,sbp,ABC-70-CPLX,PWY-8171,Molybdenum-Cofactor-Biosynthesis,SBP-MONOMER,"['ABC-70-RXN', 'ABC-7-RXN', 'TRANS-RXN0-478', 'TRANS-RXN0-479', 'ABC-19-RXN']"
EG11444,scpA,CPLX0-7741,"['PWY0-43', 'PROPIONMET-PWY']","['SUCC-DEG', 'Propionate-Degradation']",METHYLMALONYL-COA-MUT-MONOMER,['METHYLMALONYL-COA-MUT-RXN']
G7516,scpB,CPLX0-254,PWY0-43,SUCC-DEG,G7516-MONOMER,['RXN0-310']
G7517,scpC,G7517-MONOMER,PWY0-43,SUCC-DEG,G7517-MONOMER,['RXN0-268']
EG10930,sdaA,LSERINEDEAM1-MONOMER,"['PWY0-1608', 'SERDEG-PWY']","['GLYCINE-DEG', 'SERINE-DEG']",LSERINEDEAM1-MONOMER,"['4.3.1.17-RXN', 'RXN-15125']"
EG11623,sdaB,LSERINEDEAM2-MONOMER,"['PWY0-1608', 'SERDEG-PWY']","['GLYCINE-DEG', 'SERINE-DEG']",LSERINEDEAM2-MONOMER,"['4.3.1.17-RXN', 'RXN-15125']"
EG12142,sdaC,SDAC-MONOMER,,,SDAC-MONOMER,['TRANS-RXN-71']
