Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Characterization	Object ID
entE	b0594	626070	627680	2,3-dihydroxybenzoate-AMP ligase	WELL-CHARACTERIZED	EG10263
uvrB	b0779	813526	815547	UvrABC excision nuclease subunit B	WELL-CHARACTERIZED	EG11062
glnQ	b0809	845741	846463	L-glutamine ABC transporter ATP binding subunit	WELL-CHARACTERIZED	EG10389
glgS	b3049	3191739	3191939	surface composition regulator	PARTIAL	EG11381
rhlE	b0797	830872	832236	ATP-dependent RNA helicase RhlE	WELL-CHARACTERIZED	EG11235
ygeO	b2859	2995962	2996360	putative uncharacterized protein YgeO		G7479
sfsA	b0146	160782	161486	sugar fermentation stimulation protein A	WELL-CHARACTERIZED	EG10949
dusC	b2140	2229438	2230385	tRNA-dihydrouridine<sup>16</sup> synthase	WELL-CHARACTERIZED	EG12022
hpf	b3203	3346173	3346460	ribosome hibernation-promoting factor	WELL-CHARACTERIZED	EG11681
yfgJ	b2510	2635599	2635814	zinc ribbon domain-containing protein YfgJ	PARTIAL	G7318
cueR	b0487	513993	514400	DNA-binding transcriptional dual regulator CueR	WELL-CHARACTERIZED	G6263
yodE	b4780	2470497	2470643	CPS-53 (KpLE1) prophage; toxic protein YodE	PARTIAL	G0-17026
ygdI	b2809	2942918	2943145	DUF903 domain-containing lipoprotein YgdI	UNCHARACTERIZED	G7453
nfeR	b3071	3216779	3217402	DNA-binding transcriptional repressor NfeR	WELL-CHARACTERIZED	G7594
ycgN	b1181	1228815	1229276	putative metal-chelating domain-containing protein YcgN	PARTIAL	G6618
pqiB	b0951	1013259	1014899	intermembrane transport protein PqiB	PARTIAL	G6491
paoD	b0283	297770	298726	molybdenum cofactor insertion chaperone PaoD	PARTIAL	G6154
spf	b3864	4049899	4050009	small regulatory RNA Spot 42	WELL-CHARACTERIZED	EG30098
atoB	b2224	2326109	2327293	acetyl-CoA acetyltransferase	WELL-CHARACTERIZED	EG11672
yqiA	b3031	3175425	3176006	esterase YqiA	PARTIAL	G7578
sfsB	b3188	3334909	3335187	putative transcriptional regulator SfsB	PARTIAL	EG10656
putP	b1015	1079305	1080813	proline:Na<sup>+</sup> symporter	WELL-CHARACTERIZED	EG10802
hcp	b0873	912162	913814	protein <i>S</i>-nitrosylase	WELL-CHARACTERIZED	G6457
pdeI	b0833	872979	875327	cyclic di-GMP synthase PdeI	PARTIAL	G6433
flgF	b1077	1133802	1134557	flagellar basal-body rod protein FlgF	PARTIAL	G362
napC	b2202	2297657	2298259	periplasmic nitrate reductase cytochrome c protein	PARTIAL	EG12060
ubiH	b2907	3052340	3053518	2-octaprenyl-6-methoxyphenol 4-hydroxylase	WELL-CHARACTERIZED	EG11324
hisG	b2019	2090192	2091091	ATP phosphoribosyltransferase	WELL-CHARACTERIZED	EG10449
tig	b0436	455133	456431	trigger factor	WELL-CHARACTERIZED	EG11003
hisQ	b2308	2425230	2425916	lysine/arginine/ornithine ABC transporter / histidine ABC transporter, membrane subunit HisQ	WELL-CHARACTERIZED	EG12125
ddpD	b1484	1558031	1559017	putative D,D-dipeptide ABC transporter ATP-binding subunit DdpD	PARTIAL	G6778
yraR	b3152	3298211	3298846	putative nucleoside-diphosphate-sugar epimerase	PARTIAL	G7646
ynfL	b1595	1668699	1669592	putative DNA-binding transcriptional regulator YnfL	PARTIAL	G6853
ulaD	b4196	4422186	4422836	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	WELL-CHARACTERIZED	G7858
dolP	b3150	3296409	3296984	division and outer membrane stress-associated lipid-binding lipoprotein	PARTIAL	G7644
aroC	b2329	2446388	2447473	chorismate synthase	WELL-CHARACTERIZED	EG10075
insH7	b2030	2101895	2102875	IS<i>5</i> transposase and trans-activator	PARTIAL	G7092
bglF	b3722	3903720	3905597	&beta;-glucoside specific PTS enzyme II / BglG kinase / BglG phosphatase	WELL-CHARACTERIZED	EG10115
cynT	b0339	358799	359458	carbonic anhydrase 1	WELL-CHARACTERIZED	EG10176
yoaB	b1809	1893367	1893711	RutC family protein YoaB	PARTIAL	G6993
dinF	b4044	4257742	4259121	DNA damage-inducible protein F	PARTIAL	EG11491
nuoK	b2279	2395043	2395345	NADH:quinone oxidoreductase subunit K	WELL-CHARACTERIZED	EG12091
rusA	b0550	573371	573733	DLP12 prophage; crossover junction endodeoxyribonuclease RusA	PARTIAL	G6306
hemF	b2436	2553225	2554124	coproporphyrinogen III oxidase	WELL-CHARACTERIZED	EG12189
nhaR	b0020	18715	19620	DNA-binding transcriptional activator NhaR	WELL-CHARACTERIZED	EG11078
ftsH	b3178	3325001	3326935	ATP-dependent zinc metalloprotease FtsH	WELL-CHARACTERIZED	EG11506
ydjI	b1773	1856933	1857769	L-<i>glycero</i>-L-galacto-octuluronate-1-phosphate aldolase	WELL-CHARACTERIZED	G6960
nirB	b3365	3494011	3496554	nitrite reductase (NADH) large subunit	WELL-CHARACTERIZED	EG10653
rutG	b1006	1068511	1069839	pyrimidine:H<sup>+</sup> symporter	WELL-CHARACTERIZED	G6517
gshA	b2688	2814883	2816439	glutamate&mdash;cysteine ligase	WELL-CHARACTERIZED	EG10418
trpB	b1261	1317222	1318415	tryptophan synthase subunit &beta;	WELL-CHARACTERIZED	EG11025
aer	b3072	3217556	3219076	aerotaxis receptor	WELL-CHARACTERIZED	G7595
nikA	b3476	3613667	3615241	Ni(2+) ABC transporter periplasmic binding protein	WELL-CHARACTERIZED	EG12075
rclA	b0304	318676	320001	cupric reductase RclA	WELL-CHARACTERIZED	G6174
fliE	b1937	2012700	2013014	flagellar protein FliE	PARTIAL	EG11346
argR	b3237	3384703	3385173	DNA-binding transcriptional dual regulator ArgR	WELL-CHARACTERIZED	EG10070
fabZ	b0180	202101	202556	3-hydroxy-acyl-[acyl-carrier-protein] dehydratase	WELL-CHARACTERIZED	EG11284
hyfR	b2491	2611900	2613912	DNA-binding transcriptional activator HyfR	WELL-CHARACTERIZED	G7308
mlaF	b3195	3339256	3340065	intermembrane phospholipid transport system, ATP binding subunit MlaF	WELL-CHARACTERIZED	EG12801
mhpA	b0347	368611	370275	3-(3-hydroxyphenyl)propanoate hydroxylase	WELL-CHARACTERIZED	M010
ybdG	b0577	603416	604663	miniconductance mechanosensitive channel YbdG	WELL-CHARACTERIZED	G6323
yahG	b0321	338325	339743	DUF1116 domain-containing protein YahG	UNCHARACTERIZED	G6186
raiZ	b4805	2737381	2737542	small RNA RaiZ	PARTIAL	G0-17078
ysaE	b4793	3720400	3720471	protein YsaE	UNCHARACTERIZED	G0-17039
ybcO	b0549	573084	573374	DLP12 prophage; putative nuclease YbcO	PARTIAL	G6305
speD	b0120	134788	135582	<i>S</i>-adenosylmethionine decarboxylase proenzyme // &beta; cleavage product of SpeD // &alpha; cleavage product of SpeD	WELL-CHARACTERIZED	EG10962
gatA	b2094	2174597	2175049	galactitol-specific PTS enzyme IIA component	WELL-CHARACTERIZED	EG12414
yjcO	b4078	4296436	4297125	Sel1 repeat-containing protein YjcO	UNCHARACTERIZED	EG11951
yjhH	b4298	4524105	4525010	KpLE2 phage-like element; putative 2-dehydro-3-deoxy-D-pentonate aldolase	WELL-CHARACTERIZED	G7911
hokB	b4428	1491922	1492071	toxin HokB	PARTIAL	G0-9610
torR	b0995	1057262	1057954	DNA-binding transcriptional dual regulator TorR	WELL-CHARACTERIZED	EG12615
yicT	b4653	3836425	3836556			G0-16669
hemL	b0154	173602	174882	glutamate-1-semialdehyde 2,1-aminomutase	WELL-CHARACTERIZED	EG10432
fdhE	b3891	4080299	4081228	formate dehydrogenase formation protein	WELL-CHARACTERIZED	EG10284
hha	b0460	480090	480308	haemolysin expression-modulating protein Hha	WELL-CHARACTERIZED	EG10439
nanC	b4311	4538785	4539501	<i>N</i>-acetylneuraminate outer membrane channel	WELL-CHARACTERIZED	G7921
narZ	b1468	1538850	1542590	nitrate reductase Z subunit &alpha;	WELL-CHARACTERIZED	EG10648
bcsF	b3537	3698026	3698217	putative cellulose biosynthesis protein BcsF	PARTIAL	EG12264
insB7	b4576	4518721	4519224			G0-10569
rlmI	b0967	1028779	1029969	23S rRNA m<sup>5</sup>C1962 methyltransferase	WELL-CHARACTERIZED	G6501
insJ	b3557	3720680	3721201	insertion element IS150 protein InsA	PARTIAL	G7776
yfcZ	b2343	2460650	2460934	DUF406 domain-containing protein YfcZ	UNCHARACTERIZED	G7214
ygdR	b2833	2971271	2971489	DUF903 domain-containing lipoprotein YgdR	UNCHARACTERIZED	G7461
insAB4		1049833	1050530	InsAB' transposase	WELL-CHARACTERIZED	G0-10536
pyrH	b0171	191855	192580	UMP kinase	WELL-CHARACTERIZED	EG11539
ygiF	b3054	3199664	3200965	inorganic triphosphatase	PARTIAL	EG11603
argV	b2694	2818473	2818549	tRNA-Arg(ACG)	WELL-CHARACTERIZED	EG30015
setA	b0070	77621	78799	sugar exporter SetA	WELL-CHARACTERIZED	EG11754
glpD	b3426	3562013	3563518	aerobic glycerol 3-phosphate dehydrogenase	WELL-CHARACTERIZED	EG10394
rsfS	b0637	668719	669036	ribosomal silencing factor RsfS	WELL-CHARACTERIZED	EG11255
yfdL	b2355	2471544	2472062	CPS-53 (KpLE1) prophage; putative uncharacterized protein YfdL		G7224
esrE	b4707	4019978	4020229	small RNA EsrE	PARTIAL	G0-10737
yiiX	b3937	4127286	4127894	putative lipid-binding hydrolase YiiX	PARTIAL	EG11882
trhO	b1055	1116807	1117859	tRNA U34 hydroxylase TrhO	WELL-CHARACTERIZED	EG11116
gatY	b2096	2176350	2177204	tagatose-1,6-bisphosphate aldolase 2	WELL-CHARACTERIZED	EG12419
yfdC	b2347	2465301	2466233	inner membrane protein YfdC	UNCHARACTERIZED	G7217
yaeI	b0164	184257	185069	phosphodiesterase YaeI	PARTIAL	EG12337
bhsA	b1112	1169073	1169330	DUF1471 domain-containing multiple stress resistance outer membrane protein BhsA	PARTIAL	G6570
G0-10700		2278258	2278498			G0-10700
icdC	b4519	1211413	1211577	protein IcdC		G0-10556
abgB	b1337	1401810	1403255	<i>p</i>-aminobenzoyl-glutamate hydrolase subunit B	WELL-CHARACTERIZED	G6669
frwC	b3949	4142530	4143609	putative PTS enzyme IIC component FrwC	PARTIAL	EG11908
ycgX	b1161	1212703	1213107	DUF1398 domain-containing protein YcgX	UNCHARACTERIZED	G6601
gmhA	b0222	243543	244121	D-sedoheptulose 7-phosphate isomerase	WELL-CHARACTERIZED	G6106
ssuD	b0935	994843	995988	FMNH<sub>2</sub>-dependent alkanesulfonate monooxygenase	WELL-CHARACTERIZED	G6477
glgA	b3429	3566600	3568033	glycogen synthase	WELL-CHARACTERIZED	EG10377
rspB	b1580	1652896	1653915	putative zinc-binding dehydrogenase RspB	PARTIAL	G6838
yjtD	b4403	4640942	4641628	putative tRNA/rRNA methyltransferase YjtD	PARTIAL	EG12309
hyfB	b2482	2601818	2603836	hydrogenase 4 component B	PARTIAL	EG11282
narH	b1225	1283604	1285142	nitrate reductase A subunit &beta;	WELL-CHARACTERIZED	EG10639
yodC	b1957	2028188	2028370	protein YodC	UNCHARACTERIZED	G7050
cbtA	b2005	2077569	2077943	CP4-44 prophage; cytoskeleton-binding toxin CbtA	WELL-CHARACTERIZED	G7085
ygbJ	b2736	2861430	2862338	putative L-threonate dehydrogenase	PARTIAL	G7417
rzpQ	b1553	1639030	1639527	Qin prophage; DUF2514 domain-containing protein RzpQ	UNCHARACTERIZED	G6826
leuV	b4368	4606079	4606165	tRNA-Leu(CAG)	WELL-CHARACTERIZED	EG30051
yiiR	b3921	4112315	4112755	DUF805 domain-containing protein YiiR	UNCHARACTERIZED	EG11875
lptC	b3199	3342836	3343411	lipopolysaccharide transport system protein LptC	WELL-CHARACTERIZED	G7664
naRNA4		4326005	4326081	naRNA4	PARTIAL	G0-16697
yoaA	b1808	1891325	1893235	ATP-dependent DNA helicase YoaA	WELL-CHARACTERIZED	G6992
yjcE	b4065	4279980	4281629	putative transporter YjcE	PARTIAL	EG11940
waaC	b3621	3795979	3796938	ADP-heptose:LPS heptosyltransferase 1	WELL-CHARACTERIZED	EG11189
pdxJ	b2564	2700998	2701729	pyridoxine 5'-phosphate synthase	WELL-CHARACTERIZED	EG10693
grxB	b1064	1123407	1124054	oxidized glutaredoxin 2 // reduced glutaredoxin 2	WELL-CHARACTERIZED	EG12688
ilvH	b0078	87357	87848	acetolactate synthase / acetohydroxybutanoate synthase, regulatory subunit	WELL-CHARACTERIZED	EG10499
rimP	b3170	3317554	3318006	ribosome maturation factor RimP	PARTIAL	EG11179
yciF	b1258	1315270	1315770	DUF892 domain-containing protein YciF	UNCHARACTERIZED	EG11126
trxB	b0888	931085	932050	thioredoxin reductase	WELL-CHARACTERIZED	EG11032
cysU	b2424	2541679	2542512	sulfate/thiosulfate ABC transporter inner membrane subunit CysU	WELL-CHARACTERIZED	EG10197
quuD	b0551	573956	574339	DLP12 prophage; prophage antitermination protein Q homolog QuuD	WELL-CHARACTERIZED	G6307
mzrA	b3096	3248439	3248822	modulator protein MzrA	PARTIAL	G7610
btuE	b1710	1793558	1794109	thioredoxin/glutathione peroxidase BtuE	WELL-CHARACTERIZED	EG10129
atpH	b3735	3919870	3920403	ATP synthase F<sub>1</sub> complex subunit &delta;	WELL-CHARACTERIZED	EG10105
ybgV	b4768	754658	754690	protein YbgV	UNCHARACTERIZED	G0-17014
ynfS	b4750	1642122	1642211	Qin prophage; protein YnfS	UNCHARACTERIZED	G0-16744
yaiP	b0363	382739	383935	putative glucosyltransferase	PARTIAL	G6215
tdk	b1238	1293527	1294144	thymidine/deoxyuridine kinase	WELL-CHARACTERIZED	EG10994
thrS	b1719	1800642	1802570	threonine&mdash;tRNA ligase	WELL-CHARACTERIZED	EG11001
pck	b3403	3532818	3534440	phosphoenolpyruvate carboxykinase (ATP)	WELL-CHARACTERIZED	EG10688
purC	b2476	2596905	2597618	phosphoribosylaminoimidazole-succinocarboxamide synthase	WELL-CHARACTERIZED	EG10791
ymgG	b1172	1222644	1222988	PF13436 family protein YmgG	UNCHARACTERIZED	G6612
nanM	b4310	4537659	4538765	<i>N</i>-acetylneuraminate mutarotase	WELL-CHARACTERIZED	G7920
atoC	b2220	2321866	2323251	DNA-binding transcriptional activator AtoC-phosphorylated // DNA-binding transcriptional activator/ornithine decarboxylase inhibitor AtoC	WELL-CHARACTERIZED	EG11668
b3254	b3254	3404516	3404617			G7692
ydhL	b1648	1725681	1725920	DUF1289 domain-containing protein YdhL	UNCHARACTERIZED	G6888
rnd	b1804	1886864	1887991	RNase D	WELL-CHARACTERIZED	EG10858
appA	b0980	1040617	1041915	periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase	WELL-CHARACTERIZED	EG10049
rodZ	b2516	2641831	2642844	cytoskeleton protein RodZ	PARTIAL	EG10015
cspB	b1557	1641339	1641554	Qin prophage; cold shock-like protein CspB	WELL-CHARACTERIZED	EG12203
b4700	b4700	607734	607792			G0-16677
C0362		1552001	1552386			G0-8902
bioB	b0775	809344	810384	biotin synthase	WELL-CHARACTERIZED	EG10118
dsbC	b2893	3038112	3038822	protein disulfide isomerase DsbC	WELL-CHARACTERIZED	EG11070
phnN	b4094	4315525	4316082	ribose 1,5-bisphosphate phosphokinase	WELL-CHARACTERIZED	EG10723
nanT	b3224	3371084	3372574	<i>N</i>-acetylneuraminate:H<sup>+</sup> symporter	WELL-CHARACTERIZED	G436
gyrA	b2231	2336793	2339420	DNA gyrase subunit A	WELL-CHARACTERIZED	EG10423
galF	b2042	2113434	2114327	UTP:glucose-1-phosphate uridylyltransferase, low activity	PARTIAL	G7093
yidG	b3675	3855608	3855970	inner membrane protein YidG	UNCHARACTERIZED	EG11695
flgE	b1076	1132574	1133782	flagellar hook protein FlgE	WELL-CHARACTERIZED	G361
lysV	b2404	2521253	2521328	tRNA-Lys(UUU)	WELL-CHARACTERIZED	EG30056
pgsA	b1912	1992269	1992817	CDP-diacylglycerol&mdash;glycerol-3-phosphate 3-phosphatidyltransferase	WELL-CHARACTERIZED	EG10706
mutT	b0099	111044	111433	8-oxo-dGTP diphosphatase	WELL-CHARACTERIZED	EG10626
rpoA	b3295	3440040	3441029	RNA polymerase subunit &alpha;	WELL-CHARACTERIZED	EG10893
ppdB	b2825	2963153	2963716	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdB	UNCHARACTERIZED	EG11156
cynX	b0341	359992	361146	cyanate transporter	PARTIAL	EG10177
cspA	b3556	3720049	3720261	cold shock protein CspA	WELL-CHARACTERIZED	EG10166
ypdF	b2385	2505547	2506632	aminopeptidase YpdF	WELL-CHARACTERIZED	G7248
rhsB	b3482	3619192	3623427	rhs element protein RhsB	UNCHARACTERIZED	EG10847
yifN	b3777	3960012	3960460	putative toxin YifN		G7798
argI	b4254	4477307	4478311	ornithine carbamoyltransferase ArgI	WELL-CHARACTERIZED	EG10069
seqA	b0687	712987	713532	negative modulator of initiation of replication	WELL-CHARACTERIZED	EG12197
yoeD	b4642	2078549	2078677			G0-16655
sucD	b0729	764180	765049	succinyl-CoA synthetase subunit &alpha;	WELL-CHARACTERIZED	EG10982
yffL	b2443	2560257	2560898	CPZ-55 prophage; uncharacterized protein YffL	UNCHARACTERIZED	G7273
mdtD	b2077	2161464	2162879	putative multidrug efflux pump MdtD	PARTIAL	EG12136
ygdG	b2798	2931055	2931810	flap endonuclease	WELL-CHARACTERIZED	EG12372
yiaY	b3589	3756676	3757827	L-threonine dehydrogenase	WELL-CHARACTERIZED	EG12293
fepC	b0588	619384	620199	ferric enterobactin ABC transporter ATP binding subunit	WELL-CHARACTERIZED	EG10295
zinT	b1973	2041375	2042025	metal-binding protein ZinT	WELL-CHARACTERIZED	G7061
ydiJ	b1687	1765629	1768685	D-2-hydroxyglutarate dehydrogenase	WELL-CHARACTERIZED	G6913
ybiI	b0803	838190	838456	zinc finger domain-containing protein YbiI	UNCHARACTERIZED	EG12421
lpxA	b0181	202560	203348	acyl-[acyl-carrier-protein]&mdash;UDP-<i>N</i>-acetylglucosamine <i>O</i>-acyltransferase	WELL-CHARACTERIZED	EG10545
insX	b4505	280114	280362			G0-10433
ybaL	b0478	501562	503238	putative transporter YbaL	PARTIAL	EG12623
arnF	b2258	2372892	2373278	undecaprenyl-phosphate-&alpha;-L-Ara4N flippase - ArnF subunit	WELL-CHARACTERIZED	G7171
mutY	b2961	3103013	3104065	adenine DNA glycosylase	PARTIAL	EG10627
rfbB	b2041	2111976	2113061	dTDP-glucose 4,6-dehydratase 1	WELL-CHARACTERIZED	EG12412
cydB	b0734	773042	774181	cytochrome <i>bd</i>-I subunit 2	WELL-CHARACTERIZED	EG10174
accA	b0185	208621	209580	acetyl-CoA carboxyltransferase subunit &alpha;	WELL-CHARACTERIZED	EG11647
ampE	b0111	119281	120135	protein AmpE	UNCHARACTERIZED	EG10042
frwD	b3953	4147138	4147479	putative PTS enzyme IIB component FrwD	PARTIAL	EG11912
yccU	b0965	1027946	1028359	putative HspQ acetyl donor	PARTIAL	G6499
aslB	b3800	3982958	3984193	putative anaerobic sulfatase maturation enzyme AslB	PARTIAL	EG10090
yfhH	b2561	2698759	2699607	putative DNA-binding transcriptional regulator YfhH	PARTIAL	EG12308
bax	b3570	3736353	3737177	putative glycoside hydrolase Bax	PARTIAL	EG11360
yeiE	b2157	2248737	2249618	DNA-binding transcriptional dual regulator YeiE	PARTIAL	EG12105
intG	b1936	2012502	2012780	putative defective phage integrase		G7044
elaB	b2266	2380722	2381027	tail-anchored inner membrane protein ElaB	PARTIAL	G7173
artI	b0863	902257	902988	putative ABC transporter periplasmic binding protein ArtI	PARTIAL	EG11625
ybhU	b4591	813114	813251			G0-10587
mhpD	b0350	372115	372924	2-hydroxypentadienoate hydratase	WELL-CHARACTERIZED	M013
ycbV	b0943	1003439	1003954	putative fimbrial protein YcbV	PARTIAL	G6485
yjiC	b4325	4555490	4556320	DUF2686 domain-containing protein YjiC	UNCHARACTERIZED	G7922
yeiH	b2158	2249717	2250766	PF03601 family inner membrane protein YeiH	UNCHARACTERIZED	EG12027
pyrL	b4246	4472399	4472533	<i>pyrBI</i> operon leader peptide	PARTIAL	EG11279
yiaM	b3577	3744328	3744801	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit	WELL-CHARACTERIZED	EG12281
allG	b4572	548357	549616	oxamate carbamoyltransferase subunit AllG	PARTIAL	G6288
scpB	b2919	3063993	3064778	methylmalonyl-CoA decarboxylase	WELL-CHARACTERIZED	G7516
ycaC	b0897	944931	945557	putative hydrolase YcaC	PARTIAL	EG11241
rph	b3643	3815863	3816549	truncated RNase PH	WELL-CHARACTERIZED	EG10863
pgpA	b0418	436589	437107	phosphatidylglycerophosphatase A	WELL-CHARACTERIZED	EG10704
uspA	b3495	3640111	3640545	universal stress protein A	PARTIAL	EG11390
rnpB	b3123	3270216	3270592	RNase P catalytic RNA component	WELL-CHARACTERIZED	EG30069
waaG	b3631	3805943	3807067	lipopolysaccharide glucosyltransferase I	WELL-CHARACTERIZED	EG11339
purK	b0522	551527	552594	5-(carboxyamino)imidazole ribonucleotide synthase	WELL-CHARACTERIZED	EG10796
lacZ	b0344	363231	366305	&beta;-galactosidase	WELL-CHARACTERIZED	EG10527
cheW	b1887	1972836	1973339	chemotaxis protein CheW	WELL-CHARACTERIZED	EG10149
eyeA	b4690	272580	272654	CP4-6 prophage; small RNA EyeA	UNCHARACTERIZED	G0-10696
insI3	b4284	4507466	4508617	KpLE2 phage-like element; IS30 transposase	PARTIAL	G7905
hycE	b2721	2844762	2846471	hydrogenase 3 large subunit	WELL-CHARACTERIZED	EG10478
cspE	b0623	657292	657501	transcription antiterminator and regulator of RNA stability CspE	WELL-CHARACTERIZED	EG12179
yjgM	b4256	4479034	4479537	putative <i>N</i>-acetyltransferase YjgM	PARTIAL	G7886
rlmC	b0859	898518	899645	23S rRNA m<sup>5</sup>U747 methyltransferase	WELL-CHARACTERIZED	G6449
paaX	b1399	1463539	1464489	DNA-binding transcriptional repressor PaaX	WELL-CHARACTERIZED	G6720
ygbK	b2737	2862335	2863501	putative 3-oxo-tetronate kinase YgbK	PARTIAL	G7418
clpB	b2592	2731600	2734173	ClpB80 // protein disaggregase	WELL-CHARACTERIZED	EG10157
clcA	b0155	175107	176528	chloride:H<sup>+</sup> antiporter ClcA	WELL-CHARACTERIZED	EG12331
intE	b1140	1199679	1200806	e14 prophage; putative integrase	PARTIAL	EG12370
leuZ	b1909	1991815	1991901	tRNA-Leu(UAA)	WELL-CHARACTERIZED	EG30054
yaaX	b0005	5234	5530	DUF2502 domain-containing protein YaaX	UNCHARACTERIZED	G6081
yqjF	b3101	3250562	3250954	DoxX family protein	UNCHARACTERIZED	G7615
yfdQ	b2360	2474032	2474856	CPS-53 (KpLE1) prophage; DUF2303 domain-containing protein YfdQ	PARTIAL	G7229
mipA	b1782	1865726	1866472	MltA-interacting protein	WELL-CHARACTERIZED	G6968
bioD	b0778	812270	812947	dethiobiotin synthetase	WELL-CHARACTERIZED	EG10120
yceH	b1067	1126157	1126804	DUF480 domain-containing protein YceH	UNCHARACTERIZED	EG11537
rseB	b2571	2707798	2708754	anti-sigma factor stabilizing protein RseB	WELL-CHARACTERIZED	G7348
lolE	b1118	1177320	1178564	lipoprotein release complex - inner membrane subunit	WELL-CHARACTERIZED	G6575
yibY	b4796	3798039	3798149	protein YibY	UNCHARACTERIZED	G0-17042
cysD	b2752	2875421	2876329	sulfate adenylyltransferase subunit 2	WELL-CHARACTERIZED	EG10186
nagA	b0677	701603	702751	<i>N</i>-acetylglucosamine-6-phosphate deacetylase	WELL-CHARACTERIZED	EG10632
dadA	b1189	1237571	1238869	D-amino acid dehydrogenase	WELL-CHARACTERIZED	EG11407
ygaM	b2672	2800146	2800475	tail-anchored inner membrane protein YgaM	PARTIAL	G7400
sgcE	b4301	4526905	4527537	KpLE2 phage-like element; putative epimerase SgcE	PARTIAL	G7914
eutJ	b2454	2569501	2570337	putative ethanolamine utilization chaperonin EutJ	PARTIAL	G7284
yfiR	b2603	2741875	2742393	DUF4154 domain-containing protein YfiR	UNCHARACTERIZED	G7354
rsuA	b2183	2279788	2280483	16S rRNA pseudouridine<sup>516</sup> synthase	WELL-CHARACTERIZED	EG12044
tauD	b0368	387795	388646	taurine dioxygenase	WELL-CHARACTERIZED	EG12423
iscR	b2531	2661643	2662131	DNA-binding transcriptional dual regulator IscR	WELL-CHARACTERIZED	G7326
